rxcui;nui;drugname
905509;N0000165309;CHLORDIAZEPOXIDE HCL 5MG/METHSCOPOLAMINE NITRATE 2
905516;N0000150440;CHLORDIAZEPOXIDE HCL 5MG CAP [VA Product]
905521;N0000150443;CHLORDIAZEPOXIDE HCL 5MG TAB [VA Product]
905525;N0000150439;CHLORDIAZEPOXIDE HCL 100MG/AMP INJ [VA Product]
905532;N0000150444;CHLORDIAZEPOXIDE HCL 10MG TAB [VA Product]
966158;N0000150505;LEVOTHYROXINE NA 0.025MG TAB (SYNTHROID) [VA Produ
966171;N0000150507;LEVOTHYROXINE NA 0.075MG TAB (SYNTHROID) [VA Produ
966185;N0000150509;LEVOTHYROXINE NA 0.112MG TAB (SYNTHROID) [VA Produ
966191;N0000150512;LEVOTHYROXINE NA 0.125MG TAB (SYNTHROID) [VA Produ
966191;N0000164175;LEVOTHYROXINE NA 0.125MG TAB,UD (SYNTHROID) [VA Pr
966201;N0000150510;LEVOTHYROXINE NA 0.15MG TAB (SYNTHROID) [VA Produc
966205;N0000150511;LEVOTHYROXINE NA 0.175MG TAB (SYNTHROID) [VA Produ
966218;N0000150514;LEVOTHYROXINE NA 0.3MG TAB (SYNTHROID) [VA Product
966219;N0000150494;LEVOTHYROXINE NA 200MCG/VIL INJ [VA Product]
966219;N0000150493;LEVOTHYROXINE NA 500MCG/VIL INJ [VA Product]
966220;N0000150496;LEVOTHYROXINE NA 0.025MG TAB [VA Product]
966221;N0000150497;LEVOTHYROXINE NA 0.05MG TAB [VA Product]
966222;N0000150498;LEVOTHYROXINE NA 0.075MG TAB [VA Product]
966224;N0000150499;LEVOTHYROXINE NA 0.125MG TAB [VA Product]
966225;N0000150489;LEVOTHYROXINE NA 0.15MG TAB [VA Product]
966247;N0000150506;LEVOTHYROXINE NA 0.05MG TAB (SYNTHROID) [VA Produc
966247;N0000162015;LEVOTHYROXINE NA 0.05MG TAB,UD (SYNTHROID) [VA Pro
966248;N0000150502;LEVOTHYROXINE NA 0.112MG TAB [VA Product]
966249;N0000150500;LEVOTHYROXINE NA 0.175MG TAB [VA Product]
966250;N0000150508;LEVOTHYROXINE NA 0.1MG TAB (SYNTHROID) [VA Product
966250;N0000162243;LEVOTHYROXINE NA 0.1MG TAB,UD (SYNTHROID) [VA Prod
966251;N0000150513;LEVOTHYROXINE NA 0.2MG TAB (SYNTHROID) [VA Product
966251;N0000162017;LEVOTHYROXINE NA 0.2MG TAB,UD (SYNTHROID) [VA Prod
966253;N0000150504;LEVOTHYROXINE NA 0.088MG TAB [VA Product]
966270;N0000150516;LEVOTHYROXINE NA 0.137MG TAB [VA Product]
966271;N0000164593;LEVOTHYROXINE NA 0.137MG TAB (SYNTHROID) [VA Produ
966271;N0000164272;LEVOTHYROXINE NA 137MCG TAB (SYNTHROID) [VA Produc
966280;N0000150503;LEVOTHYROXINE NA 0.0125MG TAB [VA Product]
966282;N0000150515;LEVOTHYROXINE NA 0.088MG TAB (SYNTHROID) [VA Produ
966293;N0000162016;LEVOTHYROXINE NA 0.01MG TAB,UD (SYNTHROID) [VA Pro
966522;N0000177316;BUDESONIDE 180MCG/INHL INHL,ORAL,120 [VA Product]
966525;N0000160611;BUDESONIDE 200MCG/INHL INHALER,ORAL,0.4GM [VA Prod
966527;N0000177315;BUDESONIDE 90MCG/INHL INHL,ORAL,60 [VA Product]
966531;N0000164707;NICOTINE 10MG/CARTRIDGE INHL,ORAL,168/KIT [VA Prod
966536;N0000162685;BECLOMETHASONE DIPROPIONATE 40MCG/ACTUAT (HFA) INH
966536;N0000182535;BECLOMETHASONE DIPROPIONATE 40MCG/ACTUAT (HFA) INH
966540;N0000162688;BECLOMETHASONE DIPROPIONATE 80MCG/ACTUAT (HFA) INH
966540;N0000162687;BECLOMETHASONE DIPROPIONATE 80MCG/ACTUAT (HFA) INH
966540;N0000182534;BECLOMETHASONE DIPROPIONATE 80MCG/ACTUAT (HFA) INH
966545;N0000154591;BECLOMETHASONE DIPROPIONATE 0.042% SOLN,NASAL [VA 
966545;N0000161902;BECLOMETHASONE DIPROPIONATE 42MCG/ACTUATION,AQ,INH
966548;N0000154592;BECLOMETHASONE DIPROPIONATE 42MCG/ACTUATION POCKET
966548;N0000154590;BECLOMETHASONE DIPROPIONATE 42MCG/SPRAY AEROSOL,IN
966557;N0000154791;ALUMINUM CHLORIDE 25% SOLN [VA Product]
966571;N0000150795;HYDRALAZINE HCL 20MG/ML INJ [VA Product]
966574;N0000153480;HYDRALAZINE 25MG/HYDROCHLOROTHIAZIDE 15MG TAB [VA 
966577;N0000151582;DIFLORASONE DIACETATE 0.05% CREAM,TOP [VA Product]
966577;N0000161205;DIFLORASONE DIACETATE 0.05%/EMOLLIENT CREAM,TOP [V
966595;N0000161081;BECLOMETHASONE DIPROPIONATE 42MCG/ACTUAT POCKETHAL
966595;N0000154589;BECLOMETHASONE DIPROPIONATE 42MCG/ACTUATION INHL,N
966603;N0000154562;HYDRALAZINE 25MG/RESERPINE 0.1MG TAB [VA Product]
966604;N0000154595;BECLOMETHASONE DIPROPIONATE 84MCG/ACTUATION,AQ,INH
966607;N0000151583;DIFLORASONE DIACETATE 0.05% OINT,TOP [VA Product]
966607;N0000161206;DIFLORASONE DIACETATE 0.05%/EMOLLIENT OINT,TOP [VA
966610;N0000154594;BECLOMETHASONE DIPROP 42MCG/ACTUATION AEROSOL,INHL
966613;N0000153482;HYDRALAZINE 50MG/HYDROCHLOROTHIAZIDE 50MG TAB [VA 
966616;N0000154563;HYDRALAZINE 50MG/RESERPINE 0.2MG TAB [VA Product]
966620;N0000150796;HYDRALAZINE HCL 50MG CAP [VA Product]
966623;N0000162686;BECLOMETHASONE DIPROPIONATE 40MCG/ACTUAT (HFA) INH
966635;N0000154593;BECLOMETHASONE DIPROPIONATE 42MCG/SPRAY AEROSOL,IN
966658;N0000155264;ALLERGENIC EXTRACT, ALTERNARIA MOLD 2% INJ [VA Pro
966675;N0000154596;BECLOMETHASONE DIPROPIONATE 84MCG/ACTUAT AEROSOL,I
966768;N0000154541;ATRACURIUM BESYLATE 10MG/ML INJ [VA Product]
966768;N0000154542;ATRACURIUM BESYLATE 10MG/ML INJ,AMP,2.5ML [VA Prod
966768;N0000154543;ATRACURIUM BESYLATE 10MG/ML INJ,AMP,5ML [VA Produc
966787;N0000181768;DOXEPIN 3MG TAB [VA Product]
966787;N0000181767;DOXEPIN 3MG TAB,UD [VA Product]
966793;N0000181766;DOXEPIN 6MG TAB [VA Product]
966793;N0000181765;DOXEPIN 6MG TAB,UD [VA Product]
966807;N0000157034;PIRBUTEROL ACETATE 0.2MG/ACTUATION INHL,ORAL [VA P
966811;N0000157035;PIRBUTEROL ACETATE 0.2MG/ACTUATION INHL,AUTOHALER,
966814;N0000157036;PIRBUTEROL ACETATE 0.2MG/ACTUATION INHL,AUTOHALER,
966897;N0000152604;ALLERGENIC EXTRACT, MOLD, FUSARIUM OXYSPORUM 10000
966914;N0000177126;PEG-3350/ELECTROLYTES PWDR W/FLAVOR PKT [VA Produc
967017;N0000181515;IMIQUIMOD 3.75% CREAM,TOP,PKT,0.25GM [VA Product]
967028;N0000156913;BORIC ACID 1.2%/KCL 0.38%/NA CARBONATE 0.014% SOLN
967385;N0000149892;AMPHOTERICIN B LIPOSOME 50MG/VIL INJ [VA Product]
968170;N0000184324;POLIDOCANOL
968173;N0000184488;POLIDOCANOL 0.5% INJ,2ML [VA Product]
968181;N0000184489;POLIDOCANOL 1% INJ,2ML [VA Product]
968401;N0000147245;ALLERGENIC EXTRACT, TRICHODERMA VIRIDE
968766;N0000151978;PHENTERMINE HCL 15MG CAP [VA Product]
968804;N0000023483;CYTARABINE LIPOSOME
968807;N0000161977;CYTARABINE LIPOSOME 10MG/ML,INJ,VIL,5ML [VA Produc
968896;N0000178158;ANTI-INHIBITOR COAGULANT COMPLEX VH 400-650UNIT IN
968902;N0000178160;ANTI-INHIBITOR COAGULANT COMPLEX VH 1750-3250UNIT 
968902;N0000178159;ANTI-INHIBITOR COAGULANT COMPLEX VH 651-1200UNIT I
968911;N0000180949;AMYLASE 43,750UNIT/LIPASE 10,500UNIT/PROTEASE 25,0
968917;N0000180948;AMYLASE 70,000UNIT/LIPASE 16,800UNIT/PROTEASE 40,0
968925;N0000180947;AMYLASE 61,000UNIT/LIPASE 21,000UNIT/PROTEASE 37,0
968933;N0000180946;AMYLASE 17,500UNIT/LIPASE 4,200UNIT/PROTEASE 10,00
970789;N0000135685;Buccal Tablet [Dose Form]
977427;N0000181646;EVEROLIMUS 0.25MG TAB [VA Product]
977434;N0000181644;EVEROLIMUS 0.5MG TAB [VA Product]
977438;N0000181645;EVEROLIMUS 0.75MG TAB [VA Product]
977840;N0000164301;INSULIN,ASPART,HUMAN 70/30 INJ,NOVOLOG,FLEXPEN,3ML
977840;N0000164300;INSULIN,ASPART,HUMAN 70/30 INJ,NOVOLOG,PENFILL,3ML
977842;N0000164299;INSULIN,ASPART,HUMAN 70/30 INJ,NOVOLOG [VA Product
977844;N0000154141;METHAMPHETAMINE HCL 10MG TAB,SA [VA Product]
977851;N0000154142;METHAMPHETAMINE HCL 15MG TAB,SA [VA Product]
977857;N0000154140;METHAMPHETAMINE HCL 5MG TAB,SA [VA Product]
977860;N0000154139;METHAMPHETAMINE HCL 5MG TAB [VA Product]
977863;N0000178416;CLEVIDIPINE BUTYRATE
977865;N0000178244;CLEVIDEPINE BUTYRATE 0.5MG/ML INJ,EMULSION [VA Pro
977865;N0000178470;CLEVIDIPINE BUTYRATE 0.5MG/ML INJ,EMULSION [VA Pro
977869;N0000154143;METHAMPHETAMINE HCL 10MG TAB [VA Product]
977874;N0000177114;OXYMORPHONE HCL 10MG TAB,SA [VA Product]
977874;N0000177111;OXYMORPHONE HCL 10MG TAB,SA,UD [VA Product]
977880;N0000150992;AMILORIDE HCL 5MG TAB [VA Product]
977883;N0000151097;AMILORIDE HCL 5MG/HYDROCHLOROTHIAZIDE 50MG TAB [VA
977894;N0000180547;OXYMORPHONE HCL 15MG TAB,SA [VA Product]
977902;N0000177110;OXYMORPHONE HCL 20MG TAB,SA [VA Product]
977902;N0000177109;OXYMORPHONE HCL 20MG TAB,SA,UD [VA Product]
977909;N0000180109;OXYMORPHONE HCL 30MG TAB,SA [VA Product]
977915;N0000177115;OXYMORPHONE HCL 40MG TAB,SA [VA Product]
977915;N0000177113;OXYMORPHONE HCL 40MG TAB,SA,UD [VA Product]
977923;N0000177118;OXYMORPHONE HCL 5MG TAB,SA [VA Product]
977923;N0000177119;OXYMORPHONE HCL 5MG TAB,SA,UD [VA Product]
977929;N0000182716;OXYMORPHONE HCL 7.5MG TAB,SA [VA Product]
977935;N0000155652;OXYMORPHONE HCL 1MG/ML INJ [VA Product]
977939;N0000177108;OXYMORPHONE HCL 5MG TAB [VA Product]
977939;N0000177117;OXYMORPHONE HCL 5MG TAB,UD [VA Product]
977942;N0000177112;OXYMORPHONE HCL 10MG TAB [VA Product]
977942;N0000177116;OXYMORPHONE HCL 10MG TAB,UD [VA Product]
977971;N0000155653;OXYMORPHONE HCL 1.5MG/ML INJ [VA Product]
977974;N0000155654;OXYMORPHONE HCL 5MG SUPP,RTL [VA Product]
977978;N0000157281;HALOBETASOL PROPIONATE 0.05% OINT,TOP [VA Product]
977986;N0000156014;LOPERAMIDE HCL 1MG/5ML LIQUID [VA Product]
977986;N0000161116;LOPERAMIDE HCL 1MG/5ML LIQUID,10ML [VA Product]
977986;N0000161117;LOPERAMIDE HCL 1MG/5ML LIQUID,20ML [VA Product]
977986;N0000156017;LOPERAMIDE HCL 1MG/5ML LIQUID,5ML [VA Product]
977990;N0000157280;HALOBETASOL PROPIONATE 0.05% CREAM,TOP [VA Product
977998;N0000161945;LOPERAMIDE HCL 2MG/SIMETHICONE 125MG TAB,CHEW [VA 
978006;N0000156013;LOPERAMIDE HCL 2MG CAP [VA Product]
978006;N0000156016;LOPERAMIDE HCL 2MG CAP,UD [VA Product]
978010;N0000156015;LOPERAMIDE HCL 2MG TAB [VA Product]
978067;N0000178275;ACETIC AC 0.92%/OXYQUINOLINE 0.025%/RICINOLEIC AC 
978077;N0000153310;ACI-JEL JELLY,VAG [VA Product]
978140;N0000180861;DIMETHICONE/MENTHOL
978282;N0000180927;DIMETHICONE 5%/MENTHOL 0.15% LOTION,TOP [VA Produc
978573;N0000156459;CARTEOLOL 1% SOLN,OPH [VA Product]
978577;N0000156457;CARTEOLOL 2.5MG TAB [VA Product]
978581;N0000156458;CARTEOLOL 5MG TAB [VA Product]
978654;N0000153476;DIETHYLPROPION HCL 25MG TAB [VA Product]
978668;N0000153477;DIETHYLPROPION HCL 75MG TAB,SA [VA Product]
978713;N0000162691;TINZAPARIN NA 20000 UNT/ML INJ [VA Product]
978725;N0000160621;DALTEPARIN NA 2500UNT/0.2ML SYRINGE [VA Product]
978733;N0000160622;DALTEPARIN NA 5000UNT/0.2ML SYRINGE [VA Product]
978736;N0000163945;DALTEPARIN NA 7500UNT/0.3ML SYRINGE [VA Product]
978738;N0000177317;DALTEPARIN NA 10,000UNT/0.4ML SYRINGE [VA Product]
978740;N0000177320;DALTEPARIN NA 12,500UNT/0.5ML SYRINGE [VA Product]
978744;N0000177319;DALTEPARIN NA 15,000UNT/0.6ML SYRINGE [VA Product]
978746;N0000177318;DALTEPARIN NA 18,000UNT/0.72ML SYRINGE [VA Product
978755;N0000163946;DALTEPARIN NA 10,000UNT/ML SYRINGE [VA Product]
978759;N0000160623;DALTEPARIN NA 10000 UNT/ML INJ [VA Product]
978763;N0000185312;LEVOTHYROXINE NA 0.112MG CAP [VA Product]
978777;N0000163947;DALTEPARIN NA 25,000UNT/ML INJ [VA Product]
978950;N0000181526;NATAZIA TAB,28 [VA Product]
979092;N0000152386;HYDROXYCHLOROQUINE SO4 200MG TAB [VA Product]
979111;N0000176155;METHYLNALTREXONE BROMIDE
979113;N0000177881;METHYLNALTREXONE BROMIDE 12MG/0.6ML INJ,VIL [VA Pr
979120;N0000160764;IBUTILIDE FUMARATE 0.1MG/ML INJ,SOLN [VA Product]
979316;N0000154484;METAPROTERENOL SO4 5% SOLN,INHL [VA Product]
979379;N0000154488;METAPROTERENOL SO4 0.6% SOLN,INHL [VA Product]
979384;N0000146382;ANTIVENIN,MICRURUS FULVIUS
979384;N0000020184;MICRURUS FULVIUS ANTIVENIN
979387;N0000151435;ANTIVENIN,MICRURUS FULVIUS INJ [VA Product]
979409;N0000154486;METAPROTERENOL SO4 10MG TAB [VA Product]
979415;N0000154489;METAPROTERENOL SO4 15MG/ML SOLN,INHL [VA Product]
979428;N0000165722;ESMOLOL HCL 10MG/ML INJ [VA Product]
979428;N0000165154;ESMOLOL HCL 10MG/ML/NACL INJ,250ML [VA Product]
979432;N0000177138;ESMOLOL HCL 20MG/ML/NACL INJ,100ML [VA Product]
979436;N0000156449;ESMOLOL HCL 250MG/ML INJ [VA Product]
979444;N0000154491;METAPROTERENOL SO4 10MG/5ML (SF) SYRUP [VA Product
979444;N0000154485;METAPROTERENOL SO4 10MG/5ML SYRUP [VA Product]
979464;N0000172012;HYDROCHLOROTHIAZIDE 12.5MG/LOSARTAN POTASSIUM 100M
979468;N0000160665;HYDROCHLOROTHIAZIDE 12.5MG/LOSARTAN POTASSIUM 50MG
979468;N0000161231;HYDROCHLOROTHIAZIDE 12.5MG/LOSARTAN POTASSIUM 50MG
979471;N0000161216;HYDROCHLOROTHIAZIDE 25MG/LORSARTAN POTASSIUM 100MG
979471;N0000161217;HYDROCHLOROTHIAZIDE 25MG/LORSARTAN POTASSIUM 100MG
979471;N0000177332;HYDROCHLOROTHIAZIDE 25MG/LOSARTAN POTASSIUM 100MG 
979471;N0000177331;HYDROCHLOROTHIAZIDE 25MG/LOSARTAN POTASSIUM 100MG 
979475;N0000154487;METAPROTERENOL SO4 20MG TAB [VA Product]
979480;N0000165914;LOSARTAN POTASSIUM 100MG TAB [VA Product]
979485;N0000165832;LOSARTAN 25MG TAB [VA Product]
979485;N0000165915;LOSARTAN POTASSIUM 25MG TAB,UD [VA Product]
979489;N0000154490;METAPROTERENOL SO4 0.4% SOLN,INHL [VA Product]
979492;N0000165833;LOSARTAN 50MG TAB [VA Product]
979492;N0000165916;LOSARTAN POTASSIUM 50MG TAB,UD [VA Product]
979509;N0000177955;LEVOLEUCOVORIN CALCIUM
979543;N0000153044;PHENDIMETRAZINE TARTRATE 105MG CAP,SA [VA Product]
979549;N0000153043;PHENDIMETRAZINE TARTRATE 35MG TAB [VA Product]
979553;N0000153045;PHENDIMETRAZINE TARTRATE 35MG CAP [VA Product]
979558;N0000153046;PHENDIMETRAZINE TARTRATE 17.5MG TAB [VA Product]
984078;N0000149888;AMPHOTERICIN B LIPID COMPLEX 5MG/ML INJ,VIL,20ML [
984105;N0000160903;PHENYLBUTYRATE NA 3GM/5GM PWDR,ORAL [VA Product]
984129;N0000157282;NA BENZOATE 10%/NA PHENYLACETATE 10% SOLN,ORAL [VA
990982;N0000153545;PHYSOSTIGMINE SALICYLATE 1MG/ML INJ [VA Product]
990982;N0000153547;PHYSOSTIGMINE SALICYLATE 1MG/ML INJ,AMP,2ML [VA Pr
990986;N0000153546;PHYSOSTIGMINE SO4 0.25% OINT,OPH [VA Product]
990990;N0000153544;PHYSOSTIGMINE SALICYLATE 1MG TAB [VA Product]
990993;N0000153537;PHYSOSTIGMINE SALICYLATE 0.125%/PILOCARPINE HCL 2%
990997;N0000153542;PHYSOSTIGMINE SALICYLATE 0.25% SOLN,OPH [VA Produc
990999;N0000153543;PHYSOSTIGMINE SALICYLATE 0.5% SOLN,OPH [VA Product
991000;N0000153536;PHYSOSTIGMINE SALICYLATE 0.25%/PILOCARPINE HCL 2% 
991039;N0000150683;CHLORPROMAZINE HCL 10MG TAB [VA Product]
991039;N0000164094;CHLORPROMAZINE HCL 10MG TAB,UD [VA Product]
991044;N0000150670;CHLORPROMAZINE HCL 100MG TAB [VA Product]
991053;N0000150672;CHLORPROMAZINE HCL 100MG/ML CONC,ORAL [VA Product]
991061;N0000150740;DICYCLOMINE HCL 10MG CAP [VA Product]
991065;N0000150741;DICYCLOMINE HCL 10MG/ML INJ [VA Product]
991071;N0000150677;CHLORPROMAZINE HCL 150MG CAP,SA [VA Product]
991082;N0000150742;DICYCLOMINE HCL 10MG/5ML SYRUP [VA Product]
991086;N0000150739;DICYCLOMINE HCL 20MG TAB [VA Product]
991147;N0000178064;METHADONE CONCENTRATED 10MG/ML SOLN,ORAL [VA Produ
991147;N0000149019;METHADONE HCL 10MG/ML SOLN,ORAL [VA Product]
991151;N0000150743;DICYCLOMINE HCL 20MG CAP [VA Product]
991153;N0000155088;DICYCLOMINE HCL 10MG/PHENOBARBITAL 15MG CAP [VA Pr
991154;N0000155089;DICYCLOMINE HCL 20MG/PHENOBARBITAL 15MG TAB [VA Pr
991184;N0000150682;CHLORPROMAZINE HCL 10MG/5ML SYRUP [VA Product]
991188;N0000150671;CHLORPROMAZINE HCL 200MG TAB [VA Product]
991194;N0000150668;CHLORPROMAZINE HCL 25MG TAB [VA Product]
991213;N0000150674;CHLORPROMAZINE HCL 25MG/ML INJ [VA Product]
991236;N0000150684;CHLORPROMAZINE HCL 10MG TAB,EC [VA Product]
991239;N0000150687;CHLORPROMAZINE HCL 100MG TAB,EC [VA Product]
991328;N0000150675;CHLORPROMAZINE HCL 30MG CAP,SA [VA Product]
991332;N0000150673;CHLORPROMAZINE HCL 30MG/ML CONC,ORAL [VA Product]
991336;N0000150669;CHLORPROMAZINE HCL 50MG TAB [VA Product]
991340;N0000150676;CHLORPROMAZINE HCL 75MG CAP,SA [VA Product]
991345;N0000150688;CHLORPROMAZINE HCL 200MG TAB,EC [VA Product]
991346;N0000150678;CHLORPROMAZINE HCL 200MG CAP,SA [VA Product]
991359;N0000150685;CHLORPROMAZINE HCL 25MG TAB,EC [VA Product]
991361;N0000150679;CHLORPROMAZINE HCL 300MG CAP,SA [VA Product]
991367;N0000150686;CHLORPROMAZINE HCL 50MG TAB,EC [VA Product]
991405;N0000157583;MALT SOUP EXTRACT 750MG TAB [VA Product]
991474;N0000180157;METHENAMINE 162MG/SODIUM SALICYLATE 162.5MG TAB [V
991486;N0000150620;CODEINE 10MG/PROMETHAZINE 6.25MG/5ML SOLN [VA Prod
991486;N0000150619;CODEINE 10MG/PROMETHAZINE 6.25MG/5ML SYRUP [VA Pro
991528;N0000151478;DEXTROMETHORPHAN 15MG/PROMETHAZINE 6.25MG/5ML SYRU
991632;N0000154483;METAPROTERENOL SO4 0.65MG/SPRAY INHL,ORAL [VA Prod
991732;N0000164362;ALPHA-1-PROTEINASE INHIBITOR,HUMAN INJ [VA Product
991743;N0000147633;ALPHA-1-PROTEINASE INHIBITOR,HUMAN
992150;N0000150728;METHENAMINE HIPPURATE 1GM TAB [VA Product]
992150;N0000150730;METHENAMINE MANDELATE 1GM TAB [VA Product]
992166;N0000151178;MECHLORETHAMINE HCL 10MG/VIL INJ [VA Product]
992184;N0000150729;METHENAMINE MANDELATE 500MG TAB [VA Product]
992206;N0000154771;METHENAMINE 300MG/NA BIPHOSPHATE 500MG TAB [VA Pro
992395;N0000182000;GATIFLOXACIN 0.5% SOLN,OPH [VA Product]
992403;N0000177225;SOMATROPIN (NUTROPIN AQ) 5MG/2ML INJ,SOLN,NUSPIN,2
992420;N0000182944;KETOROLAC TROMETHAMINE 15.75MG/SPRAY SOLN,NASAL,1 
992420;N0000182943;KETOROLAC TROMETHAMINE 15.75MG/SPRAY SOLN,NASAL,5 
992432;N0000150645;PROMETHAZINE HCL 6.25MG/5ML SYRUP [VA Product]
992438;N0000150646;PROMETHAZINE HCL 12.5MG TAB [VA Product]
992441;N0000150654;PROMETHAZINE HCL 12.5MG SUPP,RTL [VA Product]
992447;N0000150647;PROMETHAZINE HCL 25MG TAB [VA Product]
992447;N0000161733;PROMETHAZINE HCL 25MG TAB,UD [VA Product]
992454;N0000150649;PROMETHAZINE HCL 25MG SUPP,RTL [VA Product]
992460;N0000150648;PROMETHAZINE HCL 25MG/ML INJ [VA Product]
992471;N0000150652;PROMETHAZINE HCL 25MG/5ML SYRUP [VA Product]
992475;N0000150650;PROMETHAZINE HCL 50MG TAB [VA Product]
992478;N0000150651;PROMETHAZINE HCL 50MG SUPP,RTL [VA Product]
992528;N0000158204;TERBINAFINE HCL 1% CREAM,TOP [VA Product]
992535;N0000158206;TERBINAFINE HCL 1% SPRAY SOLN,TOP [VA Product]
992656;N0000153213;HYDROCODONE 5MG/HOMATROPINE 1.5MG TAB [VA Product]
992668;N0000153214;HYDROCODONE 5MG/HOMATROPINE 1.5MG/5ML SYRUP [VA Pr
992689;N0000150680;CHLORPROMAZINE 25MG SUPP,RTL [VA Product]
992735;N0000153554;HOMATROPINE METHYLBROMIDE 10MG TAB [VA Product]
992747;N0000153551;HOMATROPINE HBR 2% SOLN,OPH [VA Product]
992752;N0000153553;HOMATROPINE METHYLBROMIDE 5MG TAB [VA Product]
992757;N0000153552;HOMATROPINE HBR 5% SOLN,OPH [VA Product]
992757;N0000153555;HOMATROPINE HBR 5% SOLN,OPH,1ML [VA Product]
992765;N0000153316;MICONAZOLE NITRATE 200MG SUPP,VAG [VA Product]
992766;N0000153311;MICONAZOLE 200MG SUPP/MICONAZOLE 2% CREAM PAK [VA 
992780;N0000153313;MICONAZOLE NITRATE 100MG SUPP,VAG [VA Product]
992787;N0000155504;DEHYDROCHOLIC AC 125MG/HOMATROPINE 2.5MG/PHENOBARB
992795;N0000155982;DEHYDROCHOLIC ACID 200MG/HOMATROPINE METHYLBROMIDE
992797;N0000155505;DEHYDROCHOLIC AC 250MG/HOMATROPINE 2.5MG/PHENOBARB
992799;N0000158477;OPIUM 18MG/HOMATROPINE 0.9MG/PECTIN 144MG/30ML SUS
992801;N0000154216;CHLOROPROCAINE HCL 1% INJ [VA Product]
992805;N0000154214;CHLOROPROCAINE HCL 2% INJ [VA Product]
992809;N0000154215;CHLOROPROCAINE HCL 3% INJ [VA Product]
992824;N0000154884;DEHYDROCHOLIC ACID 250MG TAB [VA Product]
992834;N0000154885;DEHYDROCHOLIC ACID 130MG TAB [VA Product]
992846;N0000155711;DEHYDROCHOLIC AC 25MG/PANCREATIN 300MG/PEPSIN 250M
992846;N0000155712;DEHYDROCHOLIC AC 25MG/PANCREATIN 300MG/PEPSIN 250M
992858;N0000150655;PROMETHAZINE HBR 50MG/ML INJ [VA Product]
992858;N0000150653;PROMETHAZINE HCL 50MG/ML INJ [VA Product]
992902;N0000150656;PROMETHAZINE HCL 12.5MG/5ML SYRUP [VA Product]
992906;N0000151440;PROMETHAZINE HCL 6.25MG/PSEUDOEPHEDRINE HCL 60MG T
992910;N0000155561;P-EPHRINE 5MG/K GUAIACOLSULF 44MG/PROMETH 5MG/5ML 
992910;N0000155560;P-EPHRINE 5MG/K GUAIACOLSULF 44MG/PROMETH 5MG/5ML 
992912;N0000155730;DM 7.5MG/K GUAIACOLSULF 44MG/PROMETH 5MG/5ML LIQUI
992934;N0000156202;ASA 600MG/PROMETH 6.2MG/PSEUDEFED 60MG TAB [VA Pro
993066;N0000150618;CODEINE 10MG/P-EPHRINE 5MG/PROMETH 5MG/5ML SYRUP [
993067;N0000156292;CODEINE 10MG/P-PROPANOL 5MG/PROMETH 6.25MG/5ML SYR
993072;N0000182013;ALGLUCOSIDASE ALFA (LUMIZYME) 50MG/VIL INJ [VA Pro
993074;N0000155729;CODEINE 10MG/P-EPHRINE 5MG/K GUAIACOLSULF 44MG/PRO
993075;N0000155728;CODEINE 10MG/K GUAIACOLSULF 44MG/PROMETH 5MG/5ML L
993449;N0000181718;DENOSUMAB
993452;N0000181797;DENOSUMAB 60MG/ML INJ,SYRINGE,1ML [VA Product]
993458;N0000181798;DENOSUMAB 60MG/ML INJ [VA Product]
993462;N0000163953;MIDODRINE HCL 10MG TAB [VA Product]
993466;N0000160838;MIDODRINE HCL 2.5MG TAB [VA Product]
993470;N0000160839;MIDODRINE HCL 5MG TAB [VA Product]
993491;N0000148472;MIDODRINE HYDROCHLORIDE
993491;N0000179679;Midodrine Hydrochloride [Chemical/Ingredient]
993503;N0000164603;BUPROPION HCL 100MG 12HR TAB,SA [VA Product]
993506;N0000156962;BUPROPION HCL 100MG TAB,SA [VA Product]
993511;N0000161077;BUPROPION HCL (WELLBUTRIN SR) 100MG TAB,SA [VA Pro
993518;N0000165468;BUPROPION (SMOKE CESSATION) 150MG 12HR TAB,SA [VA 
993518;N0000165469;BUPROPION HCL (SMOKE CESSATION) 150MG 12HR TAB,SA 
993518;N0000165466;BUPROPION HCL (SMOKE CESSATION) 150MG 12HR TAB,SA,
993518;N0000165465;BUPROPION HCL 150MG (SMOKE CESSATION) 12HR TAB,SA 
993518;N0000164731;BUPROPION HCL 150MG 12HR TAB,SA [VA Product]
993521;N0000156963;BUPROPION HCL 150MG TAB,SA [VA Product]
993528;N0000161078;BUPROPION HCL (WELLBUTRIN SR) 150MG TAB,SA [VA Pro
993536;N0000165330;BUPROPION HCL 200MG 12HR TAB,SA [VA Product]
993537;N0000164296;BUPROPION HCL (WELLBUTRIN SR) 200MG TAB,SA [VA Pro
993541;N0000177173;BUPROPION HCL 150MG 24HR TAB,SA [VA Product]
993545;N0000164489;BUPROPION HCL (WELLBUTRIN XL) 150MG TAB,SA [VA Pro
993548;N0000180960;BUPROPION HYDROBROMIDE
993550;N0000180994;BUPROPION HYDROBROMIDE 174MG 24HR TAB,SA [VA Produ
993557;N0000177172;BUPROPION HCL 300MG 24HR TAB,SA [VA Product]
993564;N0000164490;BUPROPION HCL (WELLBUTRIN XL) 300MG TAB,SA [VA Pro
993567;N0000180993;BUPROPION HYDROBROMIDE 348MG 24HR TAB,SA [VA Produ
