unii	pt	rxcui	db_uri1	db_uri2	chebi	nui	nameAndRole
IUP4S55D8S	AMERICAN HAZELNUT					N0000175629	Increased Histamine Release [PE]
IUP4S55D8S	AMERICAN HAZELNUT					N0000184306	Cell-mediated Immunity [PE]
IUP4S55D8S	AMERICAN HAZELNUT					N0000171131	Allergens [Chemical/Ingredient]
IUP4S55D8S	AMERICAN HAZELNUT					N0000007512	Dietary Proteins [Chemical/Ingredient]
IUP4S55D8S	AMERICAN HAZELNUT					N0000008246	Plant Proteins [Chemical/Ingredient]
IUP4S55D8S	AMERICAN HAZELNUT					N0000185019	Nut Proteins [Chemical/Ingredient]
IUT1Q66XUZ	DIETHYL DIPHENATE						
IUZ2WWU5EI	RED BREAST CICHLID, COOKED						
IV021NXA9J	PREDNISOLONE SODIUM PHOSPHATE	55062.0					
IV05LXA90J	13-OCTADECENYL ACETATE, (13Z)-						
IV0MD1GB9D	FRIGATE TUNA						
IV0Z586Z4Y	ISOSTEARYL ISOSTEARATE	1363996.0					
IV374880DK	CLAUSENA ANISUM-OLENS LEAFY TWIG						
IV3S2HH53G	CASTANEA SATIVA LEAF	1310025.0					
IV5HOR6SHT	CETETH-17						
IV5Z0PHL5D	3-AMINO-2-NAPHTHOIC ACID						
IV690462VZ	NELADENOSON DALANATE						
IV6H1I9Z1S	TAMARIX CHINENSIS WHOLE						
IV7D1N2HOS	MALPIGHIA MEXICANA WHOLE						
IV7H45AM5B	K252A		http://www.drugbank.ca/drugs/DB02152	http://bio2rdf.org/drugbank:DB02152			
IV7T84QA4T	TECHNETIUM TC-99M APCITIDE					N0000177914	Radioactive Diagnostic Agent [EPC]
IV7T84QA4T	TECHNETIUM TC-99M APCITIDE					N0000000205	Radiopharmaceutical Activity [MoA]
IV89EE7S9U	MANILKARA OBOVATA WHOLE						
IV92NQJ73U	RHODODENDRON AUREUM LEAF	1309717.0					
IV9VHT3YUM	ROXATIDINE						
IVA6SGP6QM	TELLUROUS ACID						
IVH940IQBQ	STOLEPHORUS ANCHOVY						
IVI8QL70TE	MIKANIA SCANDENS LEAF						
IVM9A2N49K	.ALPHA.-HEXACHLORCYCLOHEXANE						
IVT1FFW535	FLAMPROP-METHYL, (S)-						
IVU789297D	DYSPHANIA BOTRYS POLLEN	1014766.0				N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
IVU789297D	DYSPHANIA BOTRYS POLLEN	1014766.0				N0000175629	Increased Histamine Release [PE]
IVU789297D	DYSPHANIA BOTRYS POLLEN	1014766.0				N0000184306	Cell-mediated Immunity [PE]
IVU789297D	DYSPHANIA BOTRYS POLLEN	1014766.0				N0000185001	Increased IgG Production [PE]
IVU789297D	DYSPHANIA BOTRYS POLLEN	1014766.0				N0000185000	Pollen [Chemical/Ingredient]
IVU789297D	DYSPHANIA BOTRYS POLLEN	1014766.0				N0000171131	Allergens [Chemical/Ingredient]
IVV3T17R03	MANIS PENTADACTYLA SCALE						
IVV837V11N	.BETA.-D-RIBOSE	1592263.0					
IVW98J023E	ATORVASTATIN MAGNESIUM						
IW0OM96F6O	HAZELNUT, UNSPECIFIED	891633.0				N0000185371	Non-Standardized Food Allergenic Extract [EPC]
IW0OM96F6O	HAZELNUT, UNSPECIFIED	891633.0				N0000175629	Increased Histamine Release [PE]
IW0OM96F6O	HAZELNUT, UNSPECIFIED	891633.0				N0000184306	Cell-mediated Immunity [PE]
IW0OM96F6O	HAZELNUT, UNSPECIFIED	891633.0				N0000171131	Allergens [Chemical/Ingredient]
IW0OM96F6O	HAZELNUT, UNSPECIFIED	891633.0				N0000007512	Dietary Proteins [Chemical/Ingredient]
IW0OM96F6O	HAZELNUT, UNSPECIFIED	891633.0				N0000185019	Nut Proteins [Chemical/Ingredient]
IW3259E99T	AGARUM CLATHRATUM	1331688.0					
IW3QLZ8MRC	FERROUS BISGLYCINATE HYDROCHLORIDE	1306114.0					
IW71N46B4Y	CEFTIBUTEN	20492.0	http://www.drugbank.ca/drugs/DB01415	http://bio2rdf.org/drugbank:DB01415	http://purl.obolibrary.org/obo/CHEBI_3510	N0000175488	Cephalosporin Antibacterial [EPC]
IW71N46B4Y	CEFTIBUTEN	20492.0	http://www.drugbank.ca/drugs/DB01415	http://bio2rdf.org/drugbank:DB01415	http://purl.obolibrary.org/obo/CHEBI_3510	N0000011161	Cephalosporins [Chemical/Ingredient]
IW7V4K1VLL	STRONTIUM SR-91						
IW87A7KU3R	FLUOROPHOSPHORIC ACID						
IW8X7S97TR	ACANTHOSICYOS HORRIDUS WHOLE						
IWJ2Y80D1J	YTTRIUM IODIDE	1313763.0					
IWJ46H2H5C	STREPTOCOCCUS PNEUMONIAE IMMUNOSERUM RABBIT	1367194.0					
IWK6O1657B	SODIUM 2,4,5-TRICHLOROPHENOXYETHYL SULFATE						
IWL2N22RFY	P-AMINOPHENOL HYDROCHLORIDE						
IWO0R06728	CARTAP HYDROCHLORIDE						
IWS5430Z4L	CICHORIUM INTYBUS SEED						
IWS58C6V2Y	GLYCERETH-18 ETHYLHEXANOATE	1426944.0					
IWT50P9S79	HYOSCYAMINE HYDROBROMIDE						
IWU1KI0UJO	C12-14 SEC-PARETH-12						
IWW3GBE13M	ISOTERBINAFINE, (E)-						
IWW5FV6NK2	HEXACHLOROPHENE	5293.0	http://www.drugbank.ca/drugs/DB00756	http://bio2rdf.org/drugbank:DB00756		N0000175486	Antiseptic [EPC]
IWY3IWX2G8	DIOSCOREA VILLOSA TUBER	1309690.0					
IX068S9745	1,2-DIMETHYLHYDRAZINE						
IX0PRH184P	ISOBORNYL ACRYLATE	1603858.0					
IX0QAD6RD2	AFELETECAN						
IX22A3NJLN	3-HYDROXYACETAMINOPHEN						
IX35HXL56X	N-PENTYLHYDRAZINE						
IX4GP7848F	EMAMECTIN B1A						
IX4JNV8N0F	BUCAINIDE MALEATE						
IX503L9WN0	GANIRELIX	35825.0				N0000008638	Decreased GnRH Secretion [PE]
IX503L9WN0	GANIRELIX	35825.0				N0000175839	Gonadotropin Releasing Hormone Antagonist [EPC]
IX503L9WN0	GANIRELIX	35825.0				N0000175084	Gonadotropin Releasing Hormone Receptor Antagonists [MoA]
IX56B2GQX6	PASTEURELLA MULTOCIDA	1437221.0					
IX5OBY473V	INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-181 (H1N1) HEMAGGLUTININ ANTIGEN (UV, FORMALDEHYDE INACTIVATED)						
IX5R90QY2A	BROMETHRIN						
IX6J1063HV	INDOCYANINE GREEN	5775.0				N0000175536	Diagnostic Dye [EPC]
IX6J1063HV	INDOCYANINE GREEN	5775.0				N0000175533	Dyes [MoA]
IX73851J3P	CATHINE HYDROCHLORIDE						
IX7N0W911G	NUPAFANT HYDROCHLORIDE						
IX8F9A8946	HOREHOUND OIL						
IX8TM6153H	LOSINDOLE						
IX9VVF69JR	BUNAMIODYL		http://www.drugbank.ca/drugs/DB04814	http://bio2rdf.org/drugbank:DB04814			
IXA7C9ZN03	BROMPHENIRAMINE MALEATE	142427.0					
IXD7FX556R	OMIDOLINE						
IXI66BLZ9D	PALOMETTA PERMIT, COOKED						
IXJ19W118E	SMALL SCALED MUD CARP, COOKED						
IXK7M24O5R	ALLIUM OSCHANINII BULB						
IXK9N7RJ7J	PARSLEY OIL	1482539.0					
IXL01IW2XE	LESSER DEVIL RAY, COOKED						
IXL47709VM	3,5-DICHLOROBIPHENYL						
IXO8381HDH	NSC-168230						
IXP5G5WMYA	P-CHLOROMETHAMPHETAMINE HYDROCHLORIDE						
IXR5172D97	IODINE I-121						
IXV314R6YD	OSTRICH, COOKED						
IXX9MQ1J1I	ETHYL OXOACETATE						
IY01B595GR	ZINC SUCCINATE						
IY18G50FF4	NITRO-P-DICHLOROBENZENE						
IY191986AO	MERCURIC OXIDE	29545.0					
IY20HBK5LK	ALUMINUM BROMIDE						
IY3DKB96QW	SODIUM PYROPHOSPHATE DECAHYDRATE						
IY49408H2O	2-ACETYL-5-METHYLFURAN						
IY4YV0PVDA	PIGMENT RED 49						
IY5IA7W5G1	LITHIUM METHYL 12-HYDROXYSTEARATE						
IY6234ODVR	CEFAMANDOLE SODIUM						
IY66SSG642	ALOYSIA TRIPHYLLA WHOLE						
IY68QPD54V	CITRONELLYL BUTYRATE						
IY72HZ278M	PEROXODICARBONIC ACID						
IY73YYK1JQ	ISOAMYL NONANOATE						
IY8732E0YC	2-METHYLBUTYL ACETATE						
IY90U61Z3S	ARGATROBAN	15202.0				N0000175980	Anti-coagulant [EPC]
IY90U61Z3S	ARGATROBAN	15202.0				N0000175518	Direct Thrombin Inhibitor [EPC]
IY90U61Z3S	ARGATROBAN	15202.0				N0000009963	Thrombin Inhibitors [MoA]
IY9XDZ35W2	DEXTROSE	4850.0			http://purl.obolibrary.org/obo/CHEBI_17634		
IYD342NLX7	DIMETHYL DIPHENATE						
IYD54XEG3W	PITAVASTATIN CALCIUM	861640.0					
IYD5SO0V5E	PYROLA AMERICANA LEAF						
IYE633Y66G	INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-181 (H1N1) NEURAMINIDASE ANTIGEN (UV, FORMALDEHYDE INACTIVATED)						
IYH666B70X	BUTANAL DIBENZYL THIOACETAL						
IYI0EW471K	N-(3-ACETYL-4-(OXIRAN-2-YLMETHOXY)PHENYL)BUTANAMIDE						
IYI0G2057S	CASEIN, LACTOCOCCUS LACTIS CULTURED, PENICILLIUM ROQUEFORTI CULTURED, AGED	1440973.0					
IYI1EW66CX	FOSMIDOMYCIN SODIUM						
IYI99KCF2T	GSK-424887						
IYN3LD6G1R	ICI-1259						
IYO470654U	ABEXINOSTAT						
IYQ3K620CD	BENZOCTAMINE MESILATE						
IYR058XCHA	AVIGLYCINE, DL-						
IYR6K8KQ5K	SOPHORA FLAVESCENS ROOT	1307593.0					
IYS9KB4E0U	POA FENDLERIANA POLLEN					N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
IYS9KB4E0U	POA FENDLERIANA POLLEN					N0000175629	Increased Histamine Release [PE]
IYS9KB4E0U	POA FENDLERIANA POLLEN					N0000184306	Cell-mediated Immunity [PE]
IYS9KB4E0U	POA FENDLERIANA POLLEN					N0000185001	Increased IgG Production [PE]
IYS9KB4E0U	POA FENDLERIANA POLLEN					N0000185000	Pollen [Chemical/Ingredient]
IYS9KB4E0U	POA FENDLERIANA POLLEN					N0000171131	Allergens [Chemical/Ingredient]
IYT6MP4NS9	PZ-128						
IZ05287FTB	MAGNESIUM LAURYL HYDROXYPROPYL SULFONATE						
IZ0B386GUJ	ERYTHRO-SPHINGOSINE, (+)-						
IZ109TII7R	VANADIUM TRISULFIDE						
IZ1903J97T	ASPERLICIN D						
IZ1GXE233H	FLUNAMINE						
IZ2GCQ0S81	PHENYLMERCURIC PROPIONATE						
IZ2Y119N4J	NOOTKATONE						
IZ420RT3OY	CITRONELLYL ACETATE						
IZ5356R281	SODIUM PERMANGANATE						
IZ67FTN290	DIISOBUTYL PHTHALATE						
IZ715T4SBU	DIVINYLBENZENE						
IZ882GN35A	SOUTH AFRICAN KINGKLIP WHOLE						
IZ887A3RGO	C12-15 PARETH-9 PHOSPHATE						
IZ960H08J4	2-METHYL 5-PHENYLPENTANOL, (S)-						
IZB1528QMK	HEMPHILL SURFCLAM WHOLE						
IZF55EH3CG	TELINAVIR						
IZJ82L8519	METAPRAMINE FUMARATE						
IZK7D4F127	2,3',6-TRIBROMOBIPHENYL						
IZL29NZ9T1	2,3',4',5',6-PENTACHLORODIPHENYL ETHER						
IZM1PNJ3JL	ABECARNIL						
IZM39U444L	2,3-DICHLOROPHENOL						
IZN1R993J0	STRONTIUM SELENATE						
IZP61H3TB1	ETHYL ACETOACETATE	1603474.0					
IZP83M78VD	2-(2,1,3-BENZOXADIAZOL-5-YLOXY)-N-((4-(1-HYDROXY-1-METHYLETHYL)PHENYL)METHYL)-3-PYRIDINECARBOXAMIDE						
IZR80H1IBR	HALFMOON WHOLE						
IZS5WP04OR	TRECOVIRSEN SODIUM						
IZT4A4E63F	PIPER WALLICHII LEAFY TWIG						
IZT740JY57	IMM-101						
IZW9WN28HW	ASPARAGUS COCHINCHINENSIS TUBER	1307675.0					
IZX1AO020F	SORBITYL 6-LAURATE						
IZX3ZW403J	DESGLYMIDODRINE HYDROCHLORIDE						
J007136N0N	5-ETHYL-3-HYDROXY-4-METHYL-2(5H)-FURANONE						
J0086219X6	CETHROMYCIN						
J02058ABVE	MINAMESTANE						
J026JA743Y	AGAVE TEQUILANA STEM						
J02GJE6S84	FH-510						
J02K2IV2PB	CENTELLA ASIATICA FLOWERING TOP						
J03523NK03	FARNESOL, (2Z,6Z)-		http://www.drugbank.ca/drugs/DB02509	http://bio2rdf.org/drugbank:DB02509			
J03F58RBIY	LATIDECTIN A3						
J03N0KJ42I	3,3'-DI-O-METHYLQUERCETIN						
J03U9E2P82	BICOZAMYCIN				http://purl.obolibrary.org/obo/CHEBI_60584		
J0407L5MGM	5',7'-DIHYDROXY-4'-GLUCOSYLOXYISOFLAVONE						
J04AL8QX0D	INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1)-LIKE HEMAGGLUTININ ANTIGEN (UV, FORMALDEHYDE INACTIVATED)						
J04Q566L5K	MESULFENFOS, (+)-						
J04VBD97F1	DINOSAM						
J05788U23A	ACETYL FRAGMENT						
J05S86ZS6R	TOMICORAT						
J067L6I0TY	WEST NILE VIRUS	1316080.0					
J06Y7MXW4D	DEFEROXAMINE	3131.0	http://www.drugbank.ca/drugs/DB00746	http://bio2rdf.org/drugbank:DB00746	http://purl.obolibrary.org/obo/CHEBI_4356	N0000000144	Iron Chelating Activity [MoA]
J06Y7MXW4D	DEFEROXAMINE	3131.0	http://www.drugbank.ca/drugs/DB00746	http://bio2rdf.org/drugbank:DB00746	http://purl.obolibrary.org/obo/CHEBI_4356	N0000175522	Iron Chelator [EPC]
J07237209D	SODIUM MYRISTOYL SARCOSINATE	1363987.0					
J072I449YP	PINUS MONTEZUMAE RESIN						
J07555O4HE	METHYL 2,5-DICHLOROBENZOATE						
J077T478V4	6.BETA.-METHYLTESTOSTERONE						
J07WW42G15	PEG-12 GLYCERYL LAURATE						
J07XOB355Z	TYPHA LATIFOLIA WHOLE						
J086PM3RRT	MYRISTAMINE OXIDE	1431153.0					
J08D5TL9JF	ZIGZAG SCALLOP						
J08E1J78GK	LX-1031						
J08H62IZC9	HPA-23						
J090588E6X	AMPA				http://purl.obolibrary.org/obo/CHEBI_28812		
J096A07LAA	SPOTTED JACK, COOKED						
J09QS3Z3WB	T-807						
J0A052J6QF	1-AMINO-4-((4-((4-CHLORO-6-((3-SULFOPHENYL)AMINO)-1,3,5-TRIAZIN-2-YL)AMINO)-3-SULFOPHENYL)AMINO)-9,10-DIHYDRO-9,10-DIOXO-2-ANTHRACENESULFONIC ACID						
J0AM9A048A	INULA JAPONICA FLOWER						
J0AWO8U67S	CETYL CAPRATE						
J0B1S492VX	LITSEA CUBEBA WHOLE						
J0D99WRL6S	OCTA-O-ALLYLSUCROSE						
J0E2756Z7N	IRBESARTAN	83818.0	http://www.drugbank.ca/drugs/DB01029	http://bio2rdf.org/drugbank:DB01029	http://purl.obolibrary.org/obo/CHEBI_5959	N0000000070	Angiotensin 2 Receptor Antagonists [MoA]
J0E2756Z7N	IRBESARTAN	83818.0	http://www.drugbank.ca/drugs/DB01029	http://bio2rdf.org/drugbank:DB01029	http://purl.obolibrary.org/obo/CHEBI_5959	N0000175561	Angiotensin 2 Receptor Blocker [EPC]
J0E4T53BQ3	CETEARYL CANDELILLATE						
J0F5GM8LA8	JATROPHA CURCAS SEED	1309701.0					
J0F7F9VRZE	PINUS VIRGINIANA WHOLE						
J0GOV5L37I	DIBROMODICHLOROMETHANE						
J0I03TC85M	TETRAHYDROTHEBAINE						
J0I08M946E	CARBAZOCHROME SODIUM SULFONATE						
J0I88N7J1V	ALLOPREGNANE-3.BETA.,21-DIOL-11,20-DIONE 3,21-DIACETATE						
J0IEW0BSHV	VALGANCICLOVIR HYDROCHLORIDE, (S)-						
J0JC6DYW5W	CHAMELEON ROCKFISH, COOKED						
J0JTS9YWI8	3-METHYLARSACETIN SODIUM						
J0K70H3420	ALSACTIDE						
J0KR4J96UQ	PACIFIC SNAPPER WHOLE						
J0M6J777WB	(3.BETA.-HYDROXY-20-OXOPREGN-5-EN-16-YL)PHOSPHONIC ACID MONOETHYL ESTER						
J0N57S672P	2,4-DIMETHYLPYRENE						
J0ND6N0AQC	PHENAZOCINE						
J0T6A06T6X	7-(3-(4-FLUOROPHENYL)-1-(METHYLETHYL)-1H-INDOL-2-YL)-3-HYDROXY-5-OXO-6-HEPTENOIC ACID MONOSODIUM, (E)-(+/-)-						
J0TQX5LV1L	EDAN HYDROCHLORIDE						
J0U92U6NU5	TRISODIUM NITRILOTRIACETATE MONOHYDRATE						
J0WHC91NJO	NS-2710						
J0WJ2G5WN4	N-PROPYL ALANINE, D-						
J0WM1VFJ94	HERQUEINONE						
J10ATZ45ZU	3-PENTADECYLPHENOL						
J10N8UD56X	VACCINIUM RETICULATUM WHOLE						
J10PD1AQ0N	WYETHIA HELENIOIDES ROOT	1310148.0					
J11535089F	CYNANCHOGENIN						
J115BRJ15H	ETHYL BENZOATE						
J1180JH294	THIOCARBAMIZINE						
J120C6NTXH	ALLANTOIN, (-)-						
J124D375SA	BOMYL, (Z)-						
J12SSB9864	BENZOMETHAMINE						
J12U072QL0	IBANDRONATE SODIUM	236916.0					
J131TJE2O4	ARENARIA SERPYLLIFOLIA WHOLE						
J131X1Y3RE	.BETA.-DAMASCONE						
J133K038DY	LONICERA DASYSTYLA FLOWER BUD	1307591.0					
J13S2394HE	QUINIDINE SULFATE	9069.0					
J146WO9PYA	JAPANESE SCAD WHOLE						
J146XBE5WH	BERCHEMIA LINEATA ROOT						
J14D49ZN55	CYTOCHLOR						
J14M291SAO	DIOXADROL HYDROCHLORIDE						
J14T8J32ER	1-HEPTATRIACONTENE						
J152ZUZ86X	CORALLOCARPUS EPIGAEUS ROOT						
J15EXJ2TU8	BACITRACIN A METHYLENEDISALICYLATE SODIUM						
J162866K95	PHENYLPHOSPHONIC DICHLORIDE						
J16NAT1G41	.GAMMA.-HEXALACTONE						
J177FOW5JL	FONDAPARINUX	321208.0				N0000175637	Factor Xa Inhibitor [EPC]
J177FOW5JL	FONDAPARINUX	321208.0				N0000175635	Factor Xa Inhibitors [MoA]
J17GBZ5VGX	SACCHAROMYCES CEREVISIAE RNA	1336135.0					
J17IZB5Q4I	POTASSIUM N-HYDROXYMETHYL-N-METHYLDITHIOCARBAMATE						
J17QL41ZAG	NALIDIXATE SODIUM						
J18484727O	CHOLINE MONOHYDROGEN CITRATE						
J18ED39NYG	SYR DARYA STURGEON, COOKED						
J18N3450I9	ALUMINUM TRIPHOSPHATE DIHYDRATE						
J19165E26R	DIPOTASSIUM BRYONOLYL SUCCINATE						
J191YXB819	DAZIDAMINE						
J1993OKZ0C	2,2'-METHYLENEBIS(N-(2-(((5-((DIMETHYLAMINO)METHYL)FURAN-2-YL)METHYL)SULFANYL)ETHYL)-N'-METHYL-2-NITROETHENE-1,1-DIAMINE)						
J19BE985NR	LAURAMIDOPROPYL PROPYLENE GLYCOL-DIMONIUM CHLORIDE						
J1A23S0911	INDIUM ARSENIDE						
J1A6A7WH82	PERIMYCIN A						
J1A8830GE7	CALCOBUTROL						
J1DOI7UV76	PHENCYCLIDINE		http://www.drugbank.ca/drugs/DB03575	http://bio2rdf.org/drugbank:DB03575	http://purl.obolibrary.org/obo/CHEBI_8058		
J1FGH4ZJ4M	CALCIUM CHROMATE						
J1FWX66N6X	BENZYLEPHEDRINE						
J1GOA4E3I1	3-(4-(4-FLUOROPHENYL)-4-HYDROXYPIPERIDIN-1-YL)-3,4-DIHYDRO-2H-CHROMENE-4,7-DIOL, (3R,4S)-						
J1I0P6WT7T	VERUBECESTAT						
J1J384HI4L	PORK SHOULDER BLADE, COOKED						
J1J4P3PQZD	TRV-120027						
J1J54V24R4	SUCCINOBUCOL		http://www.drugbank.ca/drugs/DB05399	http://bio2rdf.org/drugbank:DB05399			
J1J87P409K	ISOBROMINDIONE						
J1JM76741E	ARCANOBACTERIUM HAEMOLYTICUM						
J1K406072N	CANNABIGEROL						
J1P7893F4J	SULFUROUS ACID						
J1PA1PUA6J	TRIDECYL MYRISTATE						
J1R33H8X7A	LIBIVIRUMAB						
J1T5WIT4KD	GREEN CHROMIDE, COOKED						
J1TNP083FF	.BETA.-AMINO-.ALPHA.-METHYLPHENETHYL ALCOHOL, THREO-						
J1U0ORN13K	4-S-CYSTEAMINYLPHENOL						
J1U7C43QHB	EPHEDRA INTERMEDIA ROOT						
J1UK54JBGH	FOENICULUM VULGARE WHOLE	1597889.0					
J1VH9TZH5J	GALLUS GALLUS WHOLE						
J1WW1510L4	C12-13 PARETH-23	1368905.0					
J1XGA6WROO	EUCALYPTUS POLYBRACTEA LEAF OIL	1307684.0					
J1Z219971C	NAEPAINE						
J2011D9N1X	PROZAPINE HYDROCHLORIDE						
J204A0Y0JG	CINERIN II						
J205NZ30N2	CHLORPHENETHAZINE						
J208V4ZMP2	DAPTA						
J20OYU9Q77	NIFURPRAZINE HYDROCHLORIDE						
J215LMV8XY	BLACKTAIL SNAPPER						
J217913T43	PASSIFLORA CAERULEA WHOLE						
J21YE3W98E	PISUM SATIVUM WHOLE						
J220T4J9Q2	ABACAVIR SULFATE	221052.0					
J22171644A	CUVIER'S FLYINGFISH, COOKED						
J22243X0F8	CAULORHIZA UMBONATA FRUITING BODY						
J228F5961V	4-DECENYL ACETATE, (4Z)-						
J23127WJYB	CLOPIRAC						
J233Y1I55I	BENZOXAZOLE				http://purl.obolibrary.org/obo/CHEBI_38814		
J237078S8A	CUBEBIN						
J23D2JV07O	DICHLORPROP DIETHANOLAMINE						
J23GH05FLQ	PUMPKINSEED WHOLE						
J245LN42AI	LOW DENSITY POLYETHYLENE	1426403.0					
J24NGZ892A	BACITRACIN B3 METHYLENEDISALICYLATE						
J25K843MCN	1,1'-(TETRAHYDRO-6A-HYDROXY-2,3A,5-TRIMETHYLFURO(2,3-D)-1,3-DIOXOLE-2,5-DIYL)BIS-ETHANONE, (2R,3AR,5S,6AR)-						
J25TI3H2OB	ALICDAMOTIDE						
J265GZ7MFJ	HYDRAMETHYLNON						
J268YJN98K	2,3',4',5-TETRACHLORODIPHENYL ETHER						
J27867F361	PINUS PINASTER WHOLE						
J27OJX258B	PHENYL MERCURIC BROMIDE						
J280872D1O	DESONIDE	3254.0	http://www.drugbank.ca/drugs/DB01260	http://bio2rdf.org/drugbank:DB01260	http://purl.obolibrary.org/obo/CHEBI_204734	N0000175576	Corticosteroid [EPC]
J280872D1O	DESONIDE	3254.0	http://www.drugbank.ca/drugs/DB01260	http://bio2rdf.org/drugbank:DB01260	http://purl.obolibrary.org/obo/CHEBI_204734	N0000175450	Corticosteroid Hormone Receptor Agonists [MoA]
J281401KK3	ANTIMONY TRICHLORIDE						
J288D6MI4S	HARDHEAD SEA CATFISH						
J288D7O0JS	PANTOLACTONE, (R)-	1427236.0					
J288L3009Y	MAGNOLIA SIEBOLDII FLOWER						
J289RGF13S	DESTHIAZOLYLMETHYL RITONAVIR						
J28GE0ROVX	MORPHINE HYDROCHLORIDE	235751.0					
J28HWY0T41	LOTILIBCIN HYDROCHLORIDE						
J28T4D661G	BROMOCICLEN						
J28W7C2OPN	AMOPROXAN HYDROCHLORIDE						
J297814V3C	TACHYSTEROL 4-METHYL-3,5-DINITROBENZOATE						
J29YZH28YG	ALASKA SKATE WHOLE						
J2B2A4N98G	LACTOSE	6211.0			http://purl.obolibrary.org/obo/CHEBI_36219		
J2C169J769	ECLANAMINE MALEATE						
J2CJB114C9	6.ALPHA.,9-DIFLUORO-17-(((FLUOROMETHYL)SULFANYL)CARBONYL)-11.BETA.-HYDROXY-16.ALPHA.-METHYL-3-OXOANDROST-4-EN-17.ALPHA.-YL PROPANOATE						
J2D279PEM5	HUMAN PAPILLOMAVIRUS TYPE 18 L1 CAPSID PROTEIN ANTIGEN	798266.0				N0000183891	Inactivated Human Papillomavirus Vaccine [EPC]
J2D279PEM5	HUMAN PAPILLOMAVIRUS TYPE 18 L1 CAPSID PROTEIN ANTIGEN	798266.0				N0000183364	Actively Acquired Immunity [PE]
J2D279PEM5	HUMAN PAPILLOMAVIRUS TYPE 18 L1 CAPSID PROTEIN ANTIGEN	798266.0				N0000175336	Papillomavirus Vaccines [Chemical/Ingredient]
J2D279PEM5	HUMAN PAPILLOMAVIRUS TYPE 18 L1 CAPSID PROTEIN ANTIGEN	798266.0				N0000170916	Vaccines, Inactivated [Chemical/Ingredient]
J2D30271R2	ATL-801						
J2D46N657D	CALOMEL	1311098.0			http://purl.obolibrary.org/obo/CHEBI_33050		
J2DF82JA7N	DIOXATION						
J2E3T1I1U9	CLINPROST ACID						
J2F749F88F	MOONSNAIL, UNSPECIFIED						
J2F8377BJJ	CHRYSOPOGON ZIZANIOIDES WHOLE						
J2FQ66RU9W	DIHEXYVERINE						
J2FR050NM5	BROMADIOLONE						
J2G84H29AF	2-OCTANONE						
J2GC047H27	ZOLIPROFEN						
J2H993JF5Q	CINCHONINE DIHYDROCHLORIDE						
J2HUG1I10W	N,N'-DIBUTYLUREA						
J2I6MVM93O	PASSIFLORA CORIACEA LEAF						
J2I6YK886D	BURSERA SIMARUBA RESIN						
J2KA067N9O	ALUMINUM DIMYRISTATE	1305555.0					
J2KLZ20U1M	AZITHROMYCIN ANHYDROUS	1299904.0				N0000175935	Macrolide Antimicrobial [EPC]
J2KLZ20U1M	AZITHROMYCIN ANHYDROUS	1299904.0				N0000007529	Macrolides [Chemical/Ingredient]
J2LLI1K6QQ	INDRILINE						
J2ML32M57V	ISOVALERYL CHLORIDE						
J2N33740SH	LAURETH-6						
J2N4OPJ2IS	LONGFIN SQUID, COOKED						
J2NQT8L06Q	2-(2-FLUOROBIPHENYL-4-YL)-2,3-DIMETHYLBUTANEDIOIC ACID						
J2OU40394N	BLACK SURFPERCH, COOKED						
J2OW63E945	BIS(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-NONADECAFLUORO-1-UNDECANOL) HYDROGEN PHOSPHATE						
J2P1EOL5MP	OLIVE BARB, COOKED						
J2PF3F9D81	CATLA						
J2R869A8YF	SUCCINYLCHOLINE	10154.0	http://www.drugbank.ca/drugs/DB00202	http://bio2rdf.org/drugbank:DB00202		N0000175719	Depolarizing Neuromuscular Blocker [EPC]
J2R869A8YF	SUCCINYLCHOLINE	10154.0	http://www.drugbank.ca/drugs/DB00202	http://bio2rdf.org/drugbank:DB00202		N0000175733	Neuromuscular Depolarizing Blockade [PE]
J2RDK7O9MZ	N,N'-DIETHYLTHIOUREA						
J2S07SB0YL	HYDROLYZED WHEAT PROTEIN (ENZYMATIC, 3000 MW)	1426424.0					
J2TPT86IRJ	2-NITROPHENETHYL ALCOHOL						
J2V3WF497E	TIMOLOL MALEATE ESTER						
J2V5N8T1BL	AA-1						
J2VZ07J96K	POLYMYXIN B	8536.0				N0000175499	Polymyxin-class Antibacterial [EPC]
J2VZ07J96K	POLYMYXIN B	8536.0				N0000007822	Polymyxins [Chemical/Ingredient]
J2XE43DFFA	POTASSIUM 5-CARBOXY-4-HEXYLCYCLOHEX-2-ENE-1-OCTANOATE						
J2Y55K311I	ABIES PROCERA LEAF						
J2Y905FQ57	THIOCTIC ACID, (-)-						
J2YFG68VCZ	5-CHLOROSALICYLIC ACID						
J2Z120FMK8	GUAREA RUSBYI BARK						
J2Z1ENI9XA	ACHYRANTHES ASPERA SEED						
J2ZGT5M0N7	DICENTRINE						
J303A6U9Y6	ENCLOMIPHENE CITRATE						
J3048615R1	METHYL SORBATE	1314223.0					
