FDASubstancePrefName	DRUGBANK_CA	DRUGBANK_BIO2RDF
MODAFINIL	http://www.drugbank.ca/drugs/DB00745	http://bio2rdf.org/drugbank:DB00745
MOEXIPRIL	http://www.drugbank.ca/drugs/DB00691	http://bio2rdf.org/drugbank:DB00691
MOMETASONE	http://www.drugbank.ca/drugs/DB00764	http://bio2rdf.org/drugbank:DB00764
MOMETASONE FUROATE	http://www.drugbank.ca/drugs/DB00764	http://bio2rdf.org/drugbank:DB00764
MONOBENZONE	http://www.drugbank.ca/drugs/DB00600	http://bio2rdf.org/drugbank:DB00600
MONTELUKAST	http://www.drugbank.ca/drugs/DB00471	http://bio2rdf.org/drugbank:DB00471
MORICIZINE	http://www.drugbank.ca/drugs/DB00680	http://bio2rdf.org/drugbank:DB00680
MORPHINE	http://www.drugbank.ca/drugs/DB00295	http://bio2rdf.org/drugbank:DB00295
MOXIFLOXACIN	http://www.drugbank.ca/drugs/DB00218	http://bio2rdf.org/drugbank:DB00218
MUPIROCIN	http://www.drugbank.ca/drugs/DB00410	http://bio2rdf.org/drugbank:DB00410
MUROMONAB-CD3	http://www.drugbank.ca/drugs/DB00075	http://bio2rdf.org/drugbank:DB00075
MYCOPHENOLIC ACID	http://www.drugbank.ca/drugs/DB01024	http://bio2rdf.org/drugbank:DB01024
N-ACETYLGLUCOSAMINE	http://www.drugbank.ca/drugs/DB00141	http://bio2rdf.org/drugbank:DB00141
NABILONE	http://www.drugbank.ca/drugs/DB00486	http://bio2rdf.org/drugbank:DB00486
NABUMETONE	http://www.drugbank.ca/drugs/DB00461	http://bio2rdf.org/drugbank:DB00461
NADIDE	http://www.drugbank.ca/drugs/DB01907	http://bio2rdf.org/drugbank:DB01907
NADIDE	http://www.drugbank.ca/drugs/DB00157	http://bio2rdf.org/drugbank:DB00157
NADOLOL	http://www.drugbank.ca/drugs/DB01203	http://bio2rdf.org/drugbank:DB01203
NAFARELIN	http://www.drugbank.ca/drugs/DB00666	http://bio2rdf.org/drugbank:DB00666
NAFCILLIN	http://www.drugbank.ca/drugs/DB00607	http://bio2rdf.org/drugbank:DB00607
NAFTIFINE	http://www.drugbank.ca/drugs/DB00735	http://bio2rdf.org/drugbank:DB00735
NALBUPHINE	http://www.drugbank.ca/drugs/DB00844	http://bio2rdf.org/drugbank:DB00844
NALIDIXIC ACID	http://www.drugbank.ca/drugs/DB00779	http://bio2rdf.org/drugbank:DB00779
NALOXONE	http://www.drugbank.ca/drugs/DB01183	http://bio2rdf.org/drugbank:DB01183
NALTREXONE	http://www.drugbank.ca/drugs/DB00704	http://bio2rdf.org/drugbank:DB00704
NAPHAZOLINE	http://www.drugbank.ca/drugs/DB06711	http://bio2rdf.org/drugbank:DB06711
NAPROXEN	http://www.drugbank.ca/drugs/DB00788	http://bio2rdf.org/drugbank:DB00788
NARATRIPTAN	http://www.drugbank.ca/drugs/DB00952	http://bio2rdf.org/drugbank:DB00952
NATALIZUMAB	http://www.drugbank.ca/drugs/DB00108	http://bio2rdf.org/drugbank:DB00108
NATAMYCIN	http://www.drugbank.ca/drugs/DB00826	http://bio2rdf.org/drugbank:DB00826
NATEGLINIDE	http://www.drugbank.ca/drugs/DB00731	http://bio2rdf.org/drugbank:DB00731
NEBIVOLOL	http://www.drugbank.ca/drugs/DB04861	http://bio2rdf.org/drugbank:DB04861
NEDOCROMIL	http://www.drugbank.ca/drugs/DB00716	http://bio2rdf.org/drugbank:DB00716
NEFAZODONE	http://www.drugbank.ca/drugs/DB01149	http://bio2rdf.org/drugbank:DB01149
NELFINAVIR	http://www.drugbank.ca/drugs/DB00220	http://bio2rdf.org/drugbank:DB00220
NEOMYCIN	http://www.drugbank.ca/drugs/DB00994	http://bio2rdf.org/drugbank:DB00994
NEOSTIGMINE	http://www.drugbank.ca/drugs/DB01400	http://bio2rdf.org/drugbank:DB01400
NEPAFENAC	http://www.drugbank.ca/drugs/DB06802	http://bio2rdf.org/drugbank:DB06802
NESIRITIDE	http://www.drugbank.ca/drugs/DB04899	http://bio2rdf.org/drugbank:DB04899
NEVIRAPINE	http://www.drugbank.ca/drugs/DB00238	http://bio2rdf.org/drugbank:DB00238
NIACIN	http://www.drugbank.ca/drugs/DB00627	http://bio2rdf.org/drugbank:DB00627
NIACINAMIDE	http://www.drugbank.ca/drugs/DB02701	http://bio2rdf.org/drugbank:DB02701
NICARDIPINE	http://www.drugbank.ca/drugs/DB00622	http://bio2rdf.org/drugbank:DB00622
NICOTINE	http://www.drugbank.ca/drugs/DB00184	http://bio2rdf.org/drugbank:DB00184
NIFEDIPINE	http://www.drugbank.ca/drugs/DB01115	http://bio2rdf.org/drugbank:DB01115
NIFEDIPINE	http://www.drugbank.ca/drugs/DB00233	http://bio2rdf.org/drugbank:DB00233
NILOTINIB	http://www.drugbank.ca/drugs/DB04868	http://bio2rdf.org/drugbank:DB04868
NILUTAMIDE	http://www.drugbank.ca/drugs/DB00665	http://bio2rdf.org/drugbank:DB00665
NIMODIPINE	http://www.drugbank.ca/drugs/ 	http://bio2rdf.org/drugbank: 
NIMODIPINE	http://www.drugbank.ca/drugs/DB00393	http://bio2rdf.org/drugbank:DB00393
NISOLDIPINE	http://www.drugbank.ca/drugs/DB00401	http://bio2rdf.org/drugbank:DB00401
NITAZOXANIDE	http://www.drugbank.ca/drugs/DB00507	http://bio2rdf.org/drugbank:DB00507
NITISINONE	http://www.drugbank.ca/drugs/DB00348	http://bio2rdf.org/drugbank:DB00348
NITRIC OXIDE	http://www.drugbank.ca/drugs/DB00435	http://bio2rdf.org/drugbank:DB00435
NITROFURANTOIN	http://www.drugbank.ca/drugs/DB00698	http://bio2rdf.org/drugbank:DB00698
NITROGLYCERIN	http://www.drugbank.ca/drugs/DB00727	http://bio2rdf.org/drugbank:DB00727
NIZATIDINE	http://www.drugbank.ca/drugs/DB00585	http://bio2rdf.org/drugbank:DB00585
NORELGESTROMIN	http://www.drugbank.ca/drugs/DB06713	http://bio2rdf.org/drugbank:DB06713
NOREPINEPHRINE	http://www.drugbank.ca/drugs/DB00368	http://bio2rdf.org/drugbank:DB00368
NORETHINDRONE	http://www.drugbank.ca/drugs/DB00717	http://bio2rdf.org/drugbank:DB00717
NORFLOXACIN	http://www.drugbank.ca/drugs/DB01059	http://bio2rdf.org/drugbank:DB01059
NORGESTIMATE	http://www.drugbank.ca/drugs/DB00957	http://bio2rdf.org/drugbank:DB00957
NORGESTREL	http://www.drugbank.ca/drugs/DB01172	http://bio2rdf.org/drugbank:DB01172
NORTRIPTYLINE	http://www.drugbank.ca/drugs/DB00540	http://bio2rdf.org/drugbank:DB00540
NYSTATIN	http://www.drugbank.ca/drugs/DB00646	http://bio2rdf.org/drugbank:DB00646
OCTREOTIDE	http://www.drugbank.ca/drugs/DB00104	http://bio2rdf.org/drugbank:DB00104
OFLOXACIN	http://www.drugbank.ca/drugs/DB01165	http://bio2rdf.org/drugbank:DB01165
OLANZAPINE	http://www.drugbank.ca/drugs/DB00334	http://bio2rdf.org/drugbank:DB00334
OLMESARTAN	http://www.drugbank.ca/drugs/DB00275	http://bio2rdf.org/drugbank:DB00275
OLOPATADINE	http://www.drugbank.ca/drugs/DB00768	http://bio2rdf.org/drugbank:DB00768
OLSALAZINE	http://www.drugbank.ca/drugs/DB01250	http://bio2rdf.org/drugbank:DB01250
OMALIZUMAB	http://www.drugbank.ca/drugs/DB00043	http://bio2rdf.org/drugbank:DB00043
OMEPRAZOLE	http://www.drugbank.ca/drugs/DB00338	http://bio2rdf.org/drugbank:DB00338
OMEPRAZOLE MAGNESIUM	http://www.drugbank.ca/drugs/DB00338	http://bio2rdf.org/drugbank:DB00338
ONDANSETRON	http://www.drugbank.ca/drugs/DB00904	http://bio2rdf.org/drugbank:DB00904
OPRELVEKIN	http://www.drugbank.ca/drugs/DB00038	http://bio2rdf.org/drugbank:DB00038
ORLISTAT	http://www.drugbank.ca/drugs/DB01083	http://bio2rdf.org/drugbank:DB01083
ORPHENADRINE	http://www.drugbank.ca/drugs/DB01173	http://bio2rdf.org/drugbank:DB01173
OSELTAMIVIR	http://www.drugbank.ca/drugs/DB00198	http://bio2rdf.org/drugbank:DB00198
OVINE DIGOXIN IMMUNE FAB	http://www.drugbank.ca/drugs/DB00076	http://bio2rdf.org/drugbank:DB00076
OXACILLIN	http://www.drugbank.ca/drugs/DB00713	http://bio2rdf.org/drugbank:DB00713
OXALIPLATIN	http://www.drugbank.ca/drugs/DB00526	http://bio2rdf.org/drugbank:DB00526
OXANDROLONE	http://www.drugbank.ca/drugs/DB00621	http://bio2rdf.org/drugbank:DB00621
OXAPROZIN	http://www.drugbank.ca/drugs/DB00991	http://bio2rdf.org/drugbank:DB00991
OXAZEPAM	http://www.drugbank.ca/drugs/DB00842	http://bio2rdf.org/drugbank:DB00842
OXCARBAZEPINE	http://www.drugbank.ca/drugs/DB00776	http://bio2rdf.org/drugbank:DB00776
OXICONAZOLE	http://www.drugbank.ca/drugs/DB00239	http://bio2rdf.org/drugbank:DB00239
OXYBENZONE	http://www.drugbank.ca/drugs/DB01428	http://bio2rdf.org/drugbank:DB01428
OXYBUTYNIN	http://www.drugbank.ca/drugs/DB01062	http://bio2rdf.org/drugbank:DB01062
OXYCODONE	http://www.drugbank.ca/drugs/DB00497	http://bio2rdf.org/drugbank:DB00497
OXYMETAZOLINE	http://www.drugbank.ca/drugs/DB00935	http://bio2rdf.org/drugbank:DB00935
OXYMORPHONE	http://www.drugbank.ca/drugs/DB01192	http://bio2rdf.org/drugbank:DB01192
OXYQUINOLINE	http://www.drugbank.ca/drugs/DB04745	http://bio2rdf.org/drugbank:DB04745
OXYTETRACYCLINE	http://www.drugbank.ca/drugs/DB00595	http://bio2rdf.org/drugbank:DB00595
OXYTOCIN	http://www.drugbank.ca/drugs/DB00107	http://bio2rdf.org/drugbank:DB00107
PACLITAXEL	http://www.drugbank.ca/drugs/DB01229	http://bio2rdf.org/drugbank:DB01229
PALIFERMIN	http://www.drugbank.ca/drugs/DB00039	http://bio2rdf.org/drugbank:DB00039
PALIPERIDONE	http://www.drugbank.ca/drugs/DB01267	http://bio2rdf.org/drugbank:DB01267
PALIVIZUMAB	http://www.drugbank.ca/drugs/DB00110	http://bio2rdf.org/drugbank:DB00110
PALONOSETRON	http://www.drugbank.ca/drugs/DB00377	http://bio2rdf.org/drugbank:DB00377
PAMIDRONIC ACID	http://www.drugbank.ca/drugs/DB00282	http://bio2rdf.org/drugbank:DB00282
PANCRELIPASE	http://www.drugbank.ca/drugs/DB00085	http://bio2rdf.org/drugbank:DB00085
PANCURONIUM	http://www.drugbank.ca/drugs/DB01337	http://bio2rdf.org/drugbank:DB01337
PANITUMUMAB	http://www.drugbank.ca/drugs/DB01269	http://bio2rdf.org/drugbank:DB01269
PANTOPRAZOLE	http://www.drugbank.ca/drugs/DB00213	http://bio2rdf.org/drugbank:DB00213
PANTOTHENIC ACID	http://www.drugbank.ca/drugs/DB01783	http://bio2rdf.org/drugbank:DB01783
PAPAVERINE	http://www.drugbank.ca/drugs/DB01113	http://bio2rdf.org/drugbank:DB01113
PARICALCITOL	http://www.drugbank.ca/drugs/DB00910	http://bio2rdf.org/drugbank:DB00910
PAROMOMYCIN	http://www.drugbank.ca/drugs/DB01421	http://bio2rdf.org/drugbank:DB01421
PAROXETINE	http://www.drugbank.ca/drugs/DB00715	http://bio2rdf.org/drugbank:DB00715
PEACH	http://www.drugbank.ca/drugs/DB01361	http://bio2rdf.org/drugbank:DB01361
PEGADEMASE BOVINE	http://www.drugbank.ca/drugs/DB00061	http://bio2rdf.org/drugbank:DB00061
PEGAPTANIB	http://www.drugbank.ca/drugs/DB04895	http://bio2rdf.org/drugbank:DB04895
PEGASPARGASE	http://www.drugbank.ca/drugs/DB00059	http://bio2rdf.org/drugbank:DB00059
PEGFILGRASTIM	http://www.drugbank.ca/drugs/DB00019	http://bio2rdf.org/drugbank:DB00019
PEGINTERFERON ALFA-2A	http://www.drugbank.ca/drugs/DB00008	http://bio2rdf.org/drugbank:DB00008
PEGINTERFERON ALFA-2B	http://www.drugbank.ca/drugs/DB00022	http://bio2rdf.org/drugbank:DB00022
PEGVISOMANT	http://www.drugbank.ca/drugs/DB00082	http://bio2rdf.org/drugbank:DB00082
PEMETREXED	http://www.drugbank.ca/drugs/DB00642	http://bio2rdf.org/drugbank:DB00642
PEMIROLAST	http://www.drugbank.ca/drugs/DB00885	http://bio2rdf.org/drugbank:DB00885
PEMOLINE	http://www.drugbank.ca/drugs/DB01230	http://bio2rdf.org/drugbank:DB01230
PENBUTOLOL	http://www.drugbank.ca/drugs/DB01359	http://bio2rdf.org/drugbank:DB01359
PENCICLOVIR	http://www.drugbank.ca/drugs/DB00299	http://bio2rdf.org/drugbank:DB00299
PENICILLAMINE	http://www.drugbank.ca/drugs/DB00859	http://bio2rdf.org/drugbank:DB00859
PENICILLIN G	http://www.drugbank.ca/drugs/DB01053	http://bio2rdf.org/drugbank:DB01053
PENICILLIN V	http://www.drugbank.ca/drugs/DB00417	http://bio2rdf.org/drugbank:DB00417
PENTAGASTRIN	http://www.drugbank.ca/drugs/DB00183	http://bio2rdf.org/drugbank:DB00183
PENTAMIDINE	http://www.drugbank.ca/drugs/DB00738	http://bio2rdf.org/drugbank:DB00738
PENTAZOCINE	http://www.drugbank.ca/drugs/DB00652	http://bio2rdf.org/drugbank:DB00652
PENTOBARBITAL	http://www.drugbank.ca/drugs/DB00312	http://bio2rdf.org/drugbank:DB00312
PENTOSAN POLYSULFATE	http://www.drugbank.ca/drugs/DB00686	http://bio2rdf.org/drugbank:DB00686
PENTOSTATIN	http://www.drugbank.ca/drugs/DB00552	http://bio2rdf.org/drugbank:DB00552
PENTOXIFYLLINE	http://www.drugbank.ca/drugs/DB00806	http://bio2rdf.org/drugbank:DB00806
PERFLUTREN	http://www.drugbank.ca/drugs/DB00556	http://bio2rdf.org/drugbank:DB00556
PERGOLIDE	http://www.drugbank.ca/drugs/DB01186	http://bio2rdf.org/drugbank:DB01186
PERINDOPRIL	http://www.drugbank.ca/drugs/DB00790	http://bio2rdf.org/drugbank:DB00790
PERINDOPRIL ERBUMINE	http://www.drugbank.ca/drugs/DB00790	http://bio2rdf.org/drugbank:DB00790
PERMETHRIN	http://www.drugbank.ca/drugs/DB04930	http://bio2rdf.org/drugbank:DB04930
PERPHENAZINE	http://www.drugbank.ca/drugs/DB00850	http://bio2rdf.org/drugbank:DB00850
PHENAZOPYRIDINE	http://www.drugbank.ca/drugs/DB01438	http://bio2rdf.org/drugbank:DB01438
PHENDIMETRAZINE	http://www.drugbank.ca/drugs/DB01579	http://bio2rdf.org/drugbank:DB01579
PHENELZINE	http://www.drugbank.ca/drugs/DB00780	http://bio2rdf.org/drugbank:DB00780
PHENIRAMINE	http://www.drugbank.ca/drugs/DB01620	http://bio2rdf.org/drugbank:DB01620
PHENOBARBITAL	http://www.drugbank.ca/drugs/DB01174	http://bio2rdf.org/drugbank:DB01174
PHENOL	http://www.drugbank.ca/drugs/DB03255	http://bio2rdf.org/drugbank:DB03255
PHENOXYBENZAMINE	http://www.drugbank.ca/drugs/DB00925	http://bio2rdf.org/drugbank:DB00925
PHENTERMINE	http://www.drugbank.ca/drugs/DB00191	http://bio2rdf.org/drugbank:DB00191
PHENTOLAMINE	http://www.drugbank.ca/drugs/DB00692	http://bio2rdf.org/drugbank:DB00692
PHENYLALANINE	http://www.drugbank.ca/drugs/DB00120	http://bio2rdf.org/drugbank:DB00120
PHENYLBUTYRIC ACID	http://www.drugbank.ca/drugs/DB02000	http://bio2rdf.org/drugbank:DB02000
PHENYLEPHRINE	http://www.drugbank.ca/drugs/DB00388	http://bio2rdf.org/drugbank:DB00388
PHENYTOIN	http://www.drugbank.ca/drugs/DB00252	http://bio2rdf.org/drugbank:DB00252
PHYSOSTIGMINE	http://www.drugbank.ca/drugs/DB00981	http://bio2rdf.org/drugbank:DB00981
PHYTONADIONE	http://www.drugbank.ca/drugs/DB01022	http://bio2rdf.org/drugbank:DB01022
PILOCARPINE	http://www.drugbank.ca/drugs/DB01085	http://bio2rdf.org/drugbank:DB01085
PIMECROLIMUS	http://www.drugbank.ca/drugs/DB00337	http://bio2rdf.org/drugbank:DB00337
PIMOZIDE	http://www.drugbank.ca/drugs/DB01100	http://bio2rdf.org/drugbank:DB01100
PINDOLOL	http://www.drugbank.ca/drugs/DB00960	http://bio2rdf.org/drugbank:DB00960
PIOGLITAZONE	http://www.drugbank.ca/drugs/DB01132	http://bio2rdf.org/drugbank:DB01132
PIPERACILLIN	http://www.drugbank.ca/drugs/DB00319	http://bio2rdf.org/drugbank:DB00319
PIPERACILLIN ANHYDROUS	http://www.drugbank.ca/drugs/DB00319	http://bio2rdf.org/drugbank:DB00319
PIRBUTEROL	http://www.drugbank.ca/drugs/DB01291	http://bio2rdf.org/drugbank:DB01291
PIROXICAM	http://www.drugbank.ca/drugs/DB00554	http://bio2rdf.org/drugbank:DB00554
PLERIXAFOR	http://www.drugbank.ca/drugs/DB06809	http://bio2rdf.org/drugbank:DB06809
PODOFILOX	http://www.drugbank.ca/drugs/DB01179	http://bio2rdf.org/drugbank:DB01179
POLYSTYRENE SULFONIC ACID	http://www.drugbank.ca/drugs/DB01344	http://bio2rdf.org/drugbank:DB01344
POLYTHIAZIDE	http://www.drugbank.ca/drugs/DB01324	http://bio2rdf.org/drugbank:DB01324
PORFIMER	http://www.drugbank.ca/drugs/DB00707	http://bio2rdf.org/drugbank:DB00707
POSACONAZOLE	http://www.drugbank.ca/drugs/DB01263	http://bio2rdf.org/drugbank:DB01263
POTASSIUM CHLORIDE	http://www.drugbank.ca/drugs/DB00761	http://bio2rdf.org/drugbank:DB00761
PRALIDOXIME	http://www.drugbank.ca/drugs/DB00733	http://bio2rdf.org/drugbank:DB00733
PRAMIPEXOLE	http://www.drugbank.ca/drugs/DB00413	http://bio2rdf.org/drugbank:DB00413
PRAMLINTIDE	http://www.drugbank.ca/drugs/DB01278	http://bio2rdf.org/drugbank:DB01278
PRASUGREL	http://www.drugbank.ca/drugs/DB06209	http://bio2rdf.org/drugbank:DB06209
PRAVASTATIN	http://www.drugbank.ca/drugs/DB00175	http://bio2rdf.org/drugbank:DB00175
PRAZIQUANTEL	http://www.drugbank.ca/drugs/DB01058	http://bio2rdf.org/drugbank:DB01058
PRAZOSIN	http://www.drugbank.ca/drugs/DB00457	http://bio2rdf.org/drugbank:DB00457
PREDNICARBATE	http://www.drugbank.ca/drugs/DB01130	http://bio2rdf.org/drugbank:DB01130
PREDNISOLONE	http://www.drugbank.ca/drugs/DB00860	http://bio2rdf.org/drugbank:DB00860
PREDNISONE	http://www.drugbank.ca/drugs/DB00635	http://bio2rdf.org/drugbank:DB00635
PREGABALIN	http://www.drugbank.ca/drugs/DB00230	http://bio2rdf.org/drugbank:DB00230
PRILOCAINE	http://www.drugbank.ca/drugs/DB00750	http://bio2rdf.org/drugbank:DB00750
PRIMAQUINE	http://www.drugbank.ca/drugs/DB00114	http://bio2rdf.org/drugbank:DB00114
PRIMAQUINE	http://www.drugbank.ca/drugs/DB01087	http://bio2rdf.org/drugbank:DB01087
PRIMIDONE	http://www.drugbank.ca/drugs/DB00794	http://bio2rdf.org/drugbank:DB00794
PRIMIDONE	http://www.drugbank.ca/drugs/ 	http://bio2rdf.org/drugbank: 
PROBENECID	http://www.drugbank.ca/drugs/DB01032	http://bio2rdf.org/drugbank:DB01032
PROCAINAMIDE	http://www.drugbank.ca/drugs/DB01035	http://bio2rdf.org/drugbank:DB01035
PROCAINE	http://www.drugbank.ca/drugs/DB00721	http://bio2rdf.org/drugbank:DB00721
PROCARBAZINE	http://www.drugbank.ca/drugs/DB01168	http://bio2rdf.org/drugbank:DB01168
PROCHLORPERAZINE	http://www.drugbank.ca/drugs/DB00433	http://bio2rdf.org/drugbank:DB00433
PROGESTERONE	http://www.drugbank.ca/drugs/DB00396	http://bio2rdf.org/drugbank:DB00396
PROGUANIL	http://www.drugbank.ca/drugs/DB01131	http://bio2rdf.org/drugbank:DB01131
PROLINE	http://www.drugbank.ca/drugs/DB02853	http://bio2rdf.org/drugbank:DB02853
PROLINE	http://www.drugbank.ca/drugs/DB00172	http://bio2rdf.org/drugbank:DB00172
PROMETHAZINE	http://www.drugbank.ca/drugs/DB01069	http://bio2rdf.org/drugbank:DB01069
PROPAFENONE	http://www.drugbank.ca/drugs/DB01182	http://bio2rdf.org/drugbank:DB01182
PROPANTHELINE	http://www.drugbank.ca/drugs/DB00782	http://bio2rdf.org/drugbank:DB00782
PROPARACAINE	http://www.drugbank.ca/drugs/DB00807	http://bio2rdf.org/drugbank:DB00807
PROPOFOL	http://www.drugbank.ca/drugs/DB00818	http://bio2rdf.org/drugbank:DB00818
PROPOXYPHENE	http://www.drugbank.ca/drugs/DB00647	http://bio2rdf.org/drugbank:DB00647
PROPRANOLOL	http://www.drugbank.ca/drugs/DB00571	http://bio2rdf.org/drugbank:DB00571
PROPYLENE GLYCOL	http://www.drugbank.ca/drugs/DB01839	http://bio2rdf.org/drugbank:DB01839
PROPYLTHIOURACIL	http://www.drugbank.ca/drugs/DB00550	http://bio2rdf.org/drugbank:DB00550
PROTRIPTYLINE	http://www.drugbank.ca/drugs/DB00344	http://bio2rdf.org/drugbank:DB00344
PSEUDOEPHEDRINE	http://www.drugbank.ca/drugs/DB00852	http://bio2rdf.org/drugbank:DB00852
PYRAZINAMIDE	http://www.drugbank.ca/drugs/DB00339	http://bio2rdf.org/drugbank:DB00339
PYRIDOSTIGMINE	http://www.drugbank.ca/drugs/DB00545	http://bio2rdf.org/drugbank:DB00545
PYRIDOXAL 5-PHOSPHATE	http://www.drugbank.ca/drugs/DB00114	http://bio2rdf.org/drugbank:DB00114
PYRIDOXINE	http://www.drugbank.ca/drugs/DB00165	http://bio2rdf.org/drugbank:DB00165
PYRILAMINE	http://www.drugbank.ca/drugs/DB06691	http://bio2rdf.org/drugbank:DB06691
PYRIMETHAMINE	http://www.drugbank.ca/drugs/DB00205	http://bio2rdf.org/drugbank:DB00205
PYROPHOSPHORIC ACID	http://www.drugbank.ca/drugs/DB04160	http://bio2rdf.org/drugbank:DB04160
QUETIAPINE	http://www.drugbank.ca/drugs/DB01224	http://bio2rdf.org/drugbank:DB01224
QUINAPRIL	http://www.drugbank.ca/drugs/DB00881	http://bio2rdf.org/drugbank:DB00881
QUINIDINE	http://www.drugbank.ca/drugs/DB00908	http://bio2rdf.org/drugbank:DB00908
QUININE	http://www.drugbank.ca/drugs/DB00468	http://bio2rdf.org/drugbank:DB00468
QUINUPRISTIN	http://www.drugbank.ca/drugs/DB01369	http://bio2rdf.org/drugbank:DB01369
RABEPRAZOLE	http://www.drugbank.ca/drugs/DB01129	http://bio2rdf.org/drugbank:DB01129
RACEPINEPHRINE	http://www.drugbank.ca/drugs/DB00668	http://bio2rdf.org/drugbank:DB00668
RALOXIFENE	http://www.drugbank.ca/drugs/DB00481	http://bio2rdf.org/drugbank:DB00481
RAMELTEON	http://www.drugbank.ca/drugs/DB00980	http://bio2rdf.org/drugbank:DB00980
RAMIPRIL	http://www.drugbank.ca/drugs/DB00178	http://bio2rdf.org/drugbank:DB00178
RANIBIZUMAB	http://www.drugbank.ca/drugs/DB01270	http://bio2rdf.org/drugbank:DB01270
RANITIDINE	http://www.drugbank.ca/drugs/DB00863	http://bio2rdf.org/drugbank:DB00863
RANOLAZINE	http://www.drugbank.ca/drugs/DB00243	http://bio2rdf.org/drugbank:DB00243
RASAGILINE	http://www.drugbank.ca/drugs/DB01367	http://bio2rdf.org/drugbank:DB01367
RASBURICASE	http://www.drugbank.ca/drugs/DB00049	http://bio2rdf.org/drugbank:DB00049
REMIFENTANIL	http://www.drugbank.ca/drugs/DB00899	http://bio2rdf.org/drugbank:DB00899
REPAGLINIDE	http://www.drugbank.ca/drugs/DB00912	http://bio2rdf.org/drugbank:DB00912
RESERPINE	http://www.drugbank.ca/drugs/DB00206	http://bio2rdf.org/drugbank:DB00206
RETAPAMULIN	http://www.drugbank.ca/drugs/DB01256	http://bio2rdf.org/drugbank:DB01256
RETEPLASE	http://www.drugbank.ca/drugs/DB00015	http://bio2rdf.org/drugbank:DB00015
RETINOL	http://www.drugbank.ca/drugs/DB00162	http://bio2rdf.org/drugbank:DB00162
RIBAVIRIN	http://www.drugbank.ca/drugs/DB00811	http://bio2rdf.org/drugbank:DB00811
RIBOFLAVIN	http://www.drugbank.ca/drugs/DB00140	http://bio2rdf.org/drugbank:DB00140
RIFABUTIN	http://www.drugbank.ca/drugs/DB00615	http://bio2rdf.org/drugbank:DB00615
RIFAMPIN	http://www.drugbank.ca/drugs/DB01045	http://bio2rdf.org/drugbank:DB01045
RIFAPENTINE	http://www.drugbank.ca/drugs/DB01201	http://bio2rdf.org/drugbank:DB01201
RIFAXIMIN	http://www.drugbank.ca/drugs/DB01220	http://bio2rdf.org/drugbank:DB01220
RILPIVIRINE	http://www.drugbank.ca/drugs/DB08592	http://bio2rdf.org/drugbank:DB08592
RILUZOLE	http://www.drugbank.ca/drugs/DB00740	http://bio2rdf.org/drugbank:DB00740
RIMABOTULINUMTOXINB	http://www.drugbank.ca/drugs/DB00042	http://bio2rdf.org/drugbank:DB00042
RIMANTADINE	http://www.drugbank.ca/drugs/DB00478	http://bio2rdf.org/drugbank:DB00478
RIMEXOLONE	http://www.drugbank.ca/drugs/DB00896	http://bio2rdf.org/drugbank:DB00896
RISEDRONIC ACID	http://www.drugbank.ca/drugs/DB00884	http://bio2rdf.org/drugbank:DB00884
RISPERIDONE	http://www.drugbank.ca/drugs/DB00734	http://bio2rdf.org/drugbank:DB00734
RITONAVIR	http://www.drugbank.ca/drugs/DB00503	http://bio2rdf.org/drugbank:DB00503
RITUXIMAB	http://www.drugbank.ca/drugs/DB00073	http://bio2rdf.org/drugbank:DB00073
RIVAROXABAN	http://www.drugbank.ca/drugs/DB06228	http://bio2rdf.org/drugbank:DB06228
RIVAROXABAN	http://www.drugbank.ca/drugs/DB08477	http://bio2rdf.org/drugbank:DB08477
RIVASTIGMINE	http://www.drugbank.ca/drugs/DB00989	http://bio2rdf.org/drugbank:DB00989
RIZATRIPTAN	http://www.drugbank.ca/drugs/DB00953	http://bio2rdf.org/drugbank:DB00953
ROCURONIUM	http://www.drugbank.ca/drugs/DB00728	http://bio2rdf.org/drugbank:DB00728
ROPINIROLE	http://www.drugbank.ca/drugs/DB00268	http://bio2rdf.org/drugbank:DB00268
ROPIVACAINE	http://www.drugbank.ca/drugs/DB00296	http://bio2rdf.org/drugbank:DB00296
ROSIGLITAZONE	http://www.drugbank.ca/drugs/DB00412	http://bio2rdf.org/drugbank:DB00412
ROSUVASTATIN	http://www.drugbank.ca/drugs/DB01098	http://bio2rdf.org/drugbank:DB01098
ROSUVASTATIN CALCIUM	http://www.drugbank.ca/drugs/DB01098	http://bio2rdf.org/drugbank:DB01098
ROTIGOTINE	http://www.drugbank.ca/drugs/DB05271	http://bio2rdf.org/drugbank:DB05271
SALICYLAMIDE	http://www.drugbank.ca/drugs/DB08797	http://bio2rdf.org/drugbank:DB08797
SALICYLIC ACID	http://www.drugbank.ca/drugs/DB00936	http://bio2rdf.org/drugbank:DB00936
SALMETEROL	http://www.drugbank.ca/drugs/DB00938	http://bio2rdf.org/drugbank:DB00938
SALSALATE	http://www.drugbank.ca/drugs/DB01399	http://bio2rdf.org/drugbank:DB01399
SAPROPTERIN	http://www.drugbank.ca/drugs/DB00360	http://bio2rdf.org/drugbank:DB00360
SAQUINAVIR	http://www.drugbank.ca/drugs/DB01232	http://bio2rdf.org/drugbank:DB01232
SARGRAMOSTIM	http://www.drugbank.ca/drugs/DB00020	http://bio2rdf.org/drugbank:DB00020
