FDAPreferredTerm|DrugBankDrugString|CHEBI
ETODOLAC|Etodolac|http://purl.obolibrary.org/obo/CHEBI_4909
ETODOLIC ACID|Etodolac|http://purl.obolibrary.org/obo/CHEBI_4909
ETOMIDATE|Etomidate|http://purl.obolibrary.org/obo/CHEBI_4910
ETONOGESTREL|Etonogestrel|http://purl.obolibrary.org/obo/CHEBI_50777
ETOPOPHOS|Etoposide|http://purl.obolibrary.org/obo/CHEBI_4911
ETOPOSIDE|Etoposide|http://purl.obolibrary.org/obo/CHEBI_4911
ETORICOXIB|Etoricoxib|http://purl.obolibrary.org/obo/CHEBI_6339
ETORPHINE|Etorphine|http://purl.obolibrary.org/obo/CHEBI_4912
ETRAVIRINE|Etravirine|http://purl.obolibrary.org/obo/CHEBI_63589
ETRETIN|Acitretin|http://purl.obolibrary.org/obo/CHEBI_50173
ETRETINATE|Etretinate|http://purl.obolibrary.org/obo/CHEBI_4913
EUCALYPTOL|Eucalyptol|http://purl.obolibrary.org/obo/CHEBI_27961
EULEXIN|Flutamide|http://purl.obolibrary.org/obo/CHEBI_5132
EXEMESTANE|Exemestane|http://purl.obolibrary.org/obo/CHEBI_4953
EZETIMIBE|Ezetimibe|http://purl.obolibrary.org/obo/CHEBI_49040
FAMCICLOVIR|Famciclovir|http://purl.obolibrary.org/obo/CHEBI_4974
FAMOTIDINE|Famotidine|http://purl.obolibrary.org/obo/CHEBI_4975
FAMPRIDINE|Dalfampridine |http://purl.obolibrary.org/obo/CHEBI_34385
FARNESYL ALCOHOL|Farnesol|http://purl.obolibrary.org/obo/CHEBI_28600
FELBAMATE|Felbamate|http://purl.obolibrary.org/obo/CHEBI_4995
FELDENE|Piroxicam|http://purl.obolibrary.org/obo/CHEBI_8249
FELODIPINE|Felodipine|http://purl.obolibrary.org/obo/CHEBI_585948
FEMARA|Letrozole|http://purl.obolibrary.org/obo/CHEBI_6413
FENFLURAMINE|Fenfluramine|http://purl.obolibrary.org/obo/CHEBI_5000
FENOLDOPAM|Fenoldopam|http://purl.obolibrary.org/obo/CHEBI_5002
FENOPROFEN|Fenoprofen|http://purl.obolibrary.org/obo/CHEBI_5004
FENOTEROL|Fenoterol|http://purl.obolibrary.org/obo/CHEBI_149226
FENTANYL|Fentanyl|http://purl.obolibrary.org/obo/CHEBI_119915
FINACEA|Azelaic Acid|http://purl.obolibrary.org/obo/CHEBI_48131
FINASTERIDE|Finasteride|http://purl.obolibrary.org/obo/CHEBI_5062
FINGOLIMOD|Fingolimod|http://purl.obolibrary.org/obo/CHEBI_63115
FIRAZYR|Icatibant|http://purl.obolibrary.org/obo/CHEBI_68564
FISALAMINE|Mesalazine|http://purl.obolibrary.org/obo/CHEBI_6775
FLAMAZINE|Silver sulfadiazine|http://purl.obolibrary.org/obo/CHEBI_9142
FLAVIN ADENINE DINUCLEOTIDE|Flavin adenine dinucleotide|http://purl.obolibrary.org/obo/CHEBI_16238
FLAVIN MONONUCLEOTIDE|Riboflavin Monophosphate|http://purl.obolibrary.org/obo/CHEBI_17621
FLAVOXATE|Flavoxate|http://purl.obolibrary.org/obo/CHEBI_5088
FLOLAN|Epoprostenol|http://purl.obolibrary.org/obo/CHEBI_15552
FLOXACILLIN|Flucloxacillin|http://purl.obolibrary.org/obo/CHEBI_5098
FLOXAPEN|Flucloxacillin|http://purl.obolibrary.org/obo/CHEBI_5098
FLOXURIDINE|Floxuridine|http://purl.obolibrary.org/obo/CHEBI_60761
FLUCLOXACILLIN|Flucloxacillin|http://purl.obolibrary.org/obo/CHEBI_5098
FLUDROCORTISONE|Fludrocortisone|http://purl.obolibrary.org/obo/CHEBI_50885
FLUMAZENIL|Flumazenil|http://purl.obolibrary.org/obo/CHEBI_5103
FLUMETASONE PIVALATE|Flumethasone Pivalate|http://purl.obolibrary.org/obo/CHEBI_31620
FLUNISOLIDE|Flunisolide|http://purl.obolibrary.org/obo/CHEBI_5106
FLUORODEOXYURIDINE|Floxuridine|http://purl.obolibrary.org/obo/CHEBI_60761
FLUOROURACIL|Fluorouracil|http://purl.obolibrary.org/obo/CHEBI_46345
FLUOTHANE|Halothane|http://purl.obolibrary.org/obo/CHEBI_5615
FLUOXETINE|Fluoxetine|http://purl.obolibrary.org/obo/CHEBI_5118
FLUOXYMESTERONE|Fluoxymesterone|http://purl.obolibrary.org/obo/CHEBI_5120
FLUPENTIXOL|Flupentixol|http://purl.obolibrary.org/obo/CHEBI_5121
FLUPHENAZINE|Fluphenazine|http://purl.obolibrary.org/obo/CHEBI_5123
FLUTAMIDE|Flutamide|http://purl.obolibrary.org/obo/CHEBI_5132
FLUVOXAMINE|Fluvoxamine|http://purl.obolibrary.org/obo/CHEBI_5138
FLUXUM|Heparin|http://purl.obolibrary.org/obo/CHEBI_28304
FOLLICULAR HORMONE|Estrone|http://purl.obolibrary.org/obo/CHEBI_17263
FOLLICULIN|Estrone|http://purl.obolibrary.org/obo/CHEBI_17263
FOLOTYN|Pralatrexate|http://purl.obolibrary.org/obo/CHEBI_71223
FOMEPIZOLE|Fomepizole|http://purl.obolibrary.org/obo/CHEBI_5141
FORANE|Isoflurane|http://purl.obolibrary.org/obo/CHEBI_6015
FORMALIN|Formaldehyde|http://purl.obolibrary.org/obo/CHEBI_16842
FOSCARNET|Foscarnet|http://purl.obolibrary.org/obo/CHEBI_127780
FOSINOPRIL|Fosinopril|http://purl.obolibrary.org/obo/CHEBI_5163
FOSMIDOMYCIN|Fosmidomycin|http://purl.obolibrary.org/obo/CHEBI_443725
FRUSEMIDE|Furosemide|http://purl.obolibrary.org/obo/CHEBI_47426
FULVESTRANT|Fulvestrant|http://purl.obolibrary.org/obo/CHEBI_31638
FUMARATE|Fumarate|http://purl.obolibrary.org/obo/CHEBI_29806
FUMIDIL|Fumagillin|http://purl.obolibrary.org/obo/CHEBI_48635
FUROXONE|Furazolidone|http://purl.obolibrary.org/obo/CHEBI_5195
GABAPENTIN ENACARBIL|gabapentin enacarbil|http://purl.obolibrary.org/obo/CHEBI_68840
GADOBUTROL|Gadobutrol|http://purl.obolibrary.org/obo/CHEBI_68841
GALLODESOXYCHOLIC ACID|Chenodeoxycholic acid|http://purl.obolibrary.org/obo/CHEBI_16755
GAMMA-HYDROXYBUTYRATE|Gamma Hydroxybutyric Acid|http://purl.obolibrary.org/obo/CHEBI_16724
GANCICLOVIR|Ganciclovir|http://purl.obolibrary.org/obo/CHEBI_465284
GANCYCLOVIR|Ganciclovir|http://purl.obolibrary.org/obo/CHEBI_465284
GAR|Glycinamide Ribonucleotide|http://purl.obolibrary.org/obo/CHEBI_18349
GATIFLOXACIN|Gatifloxacin|http://purl.obolibrary.org/obo/CHEBI_5280
GATTEX|Teduglutide |http://purl.obolibrary.org/obo/CHEBI_72305
GEMCITABINE|Gemcitabine|http://purl.obolibrary.org/obo/CHEBI_175901
GEMFIBROZIL|Gemfibrozil|http://purl.obolibrary.org/obo/CHEBI_5296
GEMIFLOXACIN|Gemifloxacin|http://purl.obolibrary.org/obo/CHEBI_101853
GENGRAF|Cyclosporine|http://purl.obolibrary.org/obo/CHEBI_4031
GENTAMICIN|Gentamicin|http://purl.obolibrary.org/obo/CHEBI_17833
GIBBERELLIC ACID|GIBBERELLIN A3|http://purl.obolibrary.org/obo/CHEBI_28833
GLAUPAX|Acetazolamide|http://purl.obolibrary.org/obo/CHEBI_27690
GLIADEL|Carmustine|http://purl.obolibrary.org/obo/CHEBI_3423
GLIBENCLAMIDE|Glyburide|http://purl.obolibrary.org/obo/CHEBI_5441
GLIMICRON|Gliclazide|http://purl.obolibrary.org/obo/CHEBI_31654
GLUCONOLACTONE|Gluconolactone|http://purl.obolibrary.org/obo/CHEBI_16217
GLUTAMIC ACID|L-Glutamic Acid|http://purl.obolibrary.org/obo/CHEBI_16015
GLUTAMINE|L-Glutamine|http://purl.obolibrary.org/obo/CHEBI_18050
GLUTATHIONE DISULPHIDE|Oxidized Glutathione Disulfide|http://purl.obolibrary.org/obo/CHEBI_17858
GLYCERIN|Glycerol|http://purl.obolibrary.org/obo/CHEBI_17754
GLYCERIN TRINITRATE|Nitroglycerin|http://purl.obolibrary.org/obo/CHEBI_28787
GLYCERINE|Glycerol|http://purl.obolibrary.org/obo/CHEBI_17754
GLYCEROL|Glycerol|http://purl.obolibrary.org/obo/CHEBI_17754
GLYCEROPHOSPHOCHOLINE|Glycerylphosphorylcholine|http://purl.obolibrary.org/obo/CHEBI_16870
GLYCERYL TRINITRATE|Nitroglycerin|http://purl.obolibrary.org/obo/CHEBI_28787
GLYCINE AMIDE|Glycinamid|http://purl.obolibrary.org/obo/CHEBI_42843
GLYCINE CHENODEOXYCHOLATE|Glycochenodeoxycholic Acid|http://purl.obolibrary.org/obo/CHEBI_36274
GLYCINOL|Ethanolamine|http://purl.obolibrary.org/obo/CHEBI_16000
GLYCOCOLL|Glycine|http://purl.obolibrary.org/obo/CHEBI_15428
GLYCOL DICHLORIDE|Ethylene Dichloride|http://purl.obolibrary.org/obo/CHEBI_27789
GLYNASE|Glyburide|http://purl.obolibrary.org/obo/CHEBI_5441
GLYOXALDIUREINE|Glycoluril|http://purl.obolibrary.org/obo/CHEBI_42946
GRISEOFULVIN|Griseofulvin|http://purl.obolibrary.org/obo/CHEBI_27779
GUANETHIDINE|Guanethidine|http://purl.obolibrary.org/obo/CHEBI_5557
GUANOSINE 5'-MONOPHOSPHATE|Guanosine-5'-Monophosphate|http://purl.obolibrary.org/obo/CHEBI_17345
GUANOSINE MONOPHOSPHATE|Guanosine-5'-Monophosphate|http://purl.obolibrary.org/obo/CHEBI_17345
GUANYLIC ACID|Guanosine-5'-Monophosphate|http://purl.obolibrary.org/obo/CHEBI_17345
GUM CAMPHOR|Camphor|http://purl.obolibrary.org/obo/CHEBI_36773
GW786034|Pazopanib|http://purl.obolibrary.org/obo/CHEBI_71219
HALCION|Triazolam|http://purl.obolibrary.org/obo/CHEBI_9674
HALDOL|Haloperidol|http://purl.obolibrary.org/obo/CHEBI_5613
HALOMONTH|Pimozide|http://purl.obolibrary.org/obo/CHEBI_8212
HALOPERIDOL|Haloperidol|http://purl.obolibrary.org/obo/CHEBI_5613
HARMONYL|Deserpidine|http://purl.obolibrary.org/obo/CHEBI_27478
HEPTANEDIOIC ACID|Pimelic Acid|http://purl.obolibrary.org/obo/CHEBI_30531
HEPTOIC ACID|Heptanoic Acid|http://purl.obolibrary.org/obo/CHEBI_45571
HEPTYLIC ACID|Heptanoic Acid|http://purl.obolibrary.org/obo/CHEBI_45571
HESPERIDOSIDE|HESPERIDIN|http://purl.obolibrary.org/obo/CHEBI_28775
HETACILLIN|Hetacillin|http://purl.obolibrary.org/obo/CHEBI_5683
HEXADECYLTRIMETHYLAMMONIUM BROMIDE|Cetyl-Trimethyl-Ammonium|http://purl.obolibrary.org/obo/CHEBI_3567
HEXAHYDROBENZENE|Cyclohexane|http://purl.obolibrary.org/obo/CHEBI_29005
HEXAHYDROPHENOL|Cyclohexanol|http://purl.obolibrary.org/obo/CHEBI_18099
HEXAMETHYLENE|Cyclohexane|http://purl.obolibrary.org/obo/CHEBI_29005
HEXAMETHYLENEDIAMINE|1,6-Diaminohexane|http://purl.obolibrary.org/obo/CHEBI_39618
HEXYLGLUTATHIONE|S-Hexylglutathione|http://purl.obolibrary.org/obo/CHEBI_27704
HISTIDINE|L-Histidine|http://purl.obolibrary.org/obo/CHEBI_15971
HOMATROPINE METHYLBROMIDE|Homatropine Methylbromide|http://purl.obolibrary.org/obo/CHEBI_50373
HOMOHARRINGTONINE|Homoharringtonine|http://purl.obolibrary.org/obo/CHEBI_71019
HOMOSERINE|L-Homoserine|http://purl.obolibrary.org/obo/CHEBI_15699
HORIZANT|gabapentin enacarbil|http://purl.obolibrary.org/obo/CHEBI_68840
HYACINTHIN|Phenylacetaldehyde|http://purl.obolibrary.org/obo/CHEBI_16424
HYDRACRYLIC ACID|3-Hydroxy-Propanoic Acid|http://purl.obolibrary.org/obo/CHEBI_33404
HYDRALAZINE|Hydralazine|http://purl.obolibrary.org/obo/CHEBI_5775
HYDRAZINECARBOXIMIDAMIDE|Aminoguanidine|http://purl.obolibrary.org/obo/CHEBI_40618
HYDROCODONE|Hydrocodone|http://purl.obolibrary.org/obo/CHEBI_5779
HYDROCORTAMATE|Hydrocortamate|http://purl.obolibrary.org/obo/CHEBI_50851
HYDROCORTISONE|Hydrocortisone|http://purl.obolibrary.org/obo/CHEBI_17650
HYDROGENATED ERGOT ALKALOIDS|Ergoloid mesylate|http://purl.obolibrary.org/obo/CHEBI_34706
HYDROMORPHONE|Hydromorphone|http://purl.obolibrary.org/obo/CHEBI_5790
HYDROQUINONE MONOBENZYL ETHER|Monobenzone|http://purl.obolibrary.org/obo/CHEBI_34380
HYDROXYCYCLOHEXANE|Cyclohexanol|http://purl.obolibrary.org/obo/CHEBI_18099
HYDROXYPROLINE|Hydroxyproline|http://purl.obolibrary.org/obo/CHEBI_18095
HYDROXYPYRUVIC ACID|3-Hydroxypyruvic Acid|http://purl.obolibrary.org/obo/CHEBI_30841
HYDROXYZINE|Hydroxyzine|http://purl.obolibrary.org/obo/CHEBI_5818
HYOSCINE|Scopolamine|http://purl.obolibrary.org/obo/CHEBI_16794
HYOSCINE METHOBROMIDE|Methylscopolamine bromide|http://purl.obolibrary.org/obo/CHEBI_61276
HYOSCYAMINE|Hyoscyamine|http://purl.obolibrary.org/obo/CHEBI_17486
HYPOPHOSPHITE|Hypophosphite|http://purl.obolibrary.org/obo/CHEBI_44951
HYPOXANTHOSINE|Inosine|http://purl.obolibrary.org/obo/CHEBI_17596
IBMX|3-ISOBUTYL-1-METHYLXANTHINE|http://purl.obolibrary.org/obo/CHEBI_48518
ICOSAPENT|Icosapent|http://purl.obolibrary.org/obo/CHEBI_28364
IDOXURIDINE|Idoxuridine|http://purl.obolibrary.org/obo/CHEBI_147675
IFOSFAMIDE|Ifosfamide|http://purl.obolibrary.org/obo/CHEBI_5864
IIALDA|Mesalazine|http://purl.obolibrary.org/obo/CHEBI_6775
ILE|L-Isoleucine|http://purl.obolibrary.org/obo/CHEBI_17191
IMATINIB|Imatinib|http://purl.obolibrary.org/obo/CHEBI_45783
IMDUR|Isosorbide Mononitrate|http://purl.obolibrary.org/obo/CHEBI_6062
IMIGRAN|Sumatriptan|http://purl.obolibrary.org/obo/CHEBI_10650
IMIPENEM ANHYDROUS|Imipenem|http://purl.obolibrary.org/obo/CHEBI_471744
IMITREX|Sumatriptan|http://purl.obolibrary.org/obo/CHEBI_10650
IMPLANON|Etonogestrel|http://purl.obolibrary.org/obo/CHEBI_50777
INCB018424|Ruxolitinib|http://purl.obolibrary.org/obo/CHEBI_66919
INCIVEK|Telaprevir|http://purl.obolibrary.org/obo/CHEBI_68595
INDACATEROL|Indacaterol|http://purl.obolibrary.org/obo/CHEBI_68575
INDIGO YELLOW|Kaempherol|http://purl.obolibrary.org/obo/CHEBI_28499
INDOLE|Indole|http://purl.obolibrary.org/obo/CHEBI_16881
INDOLE-2,3-DIONE|Isatin|http://purl.obolibrary.org/obo/CHEBI_27539
INDOLEBUTYRIC ACID|3-Indolebutyric Acid|http://purl.obolibrary.org/obo/CHEBI_33070
INDOPAN|Alpha-methyltryptamine|http://purl.obolibrary.org/obo/CHEBI_59020
INFLATINE|Lobeline|http://purl.obolibrary.org/obo/CHEBI_48723
INGENOL MEBUTATE|Ingenol Mebutate |http://purl.obolibrary.org/obo/CHEBI_66913
INLYTA|Axitinib|http://purl.obolibrary.org/obo/CHEBI_66910
INOSINE|Inosine|http://purl.obolibrary.org/obo/CHEBI_17596
INOSINIC ACID|Inosinic Acid|http://purl.obolibrary.org/obo/CHEBI_17202
INOSITOL|Myo-Inositol|http://purl.obolibrary.org/obo/CHEBI_17268
INSPRA|Eplerenone|http://purl.obolibrary.org/obo/CHEBI_31547
IPRATROPIUM BROMIDE|Ipratropium bromide|http://purl.obolibrary.org/obo/CHEBI_46659
IPRATROPIUM BROMIDE ANHYDROUS|Ipratropium bromide|http://purl.obolibrary.org/obo/CHEBI_46659
IRBESARTAN|Irbesartan|http://purl.obolibrary.org/obo/CHEBI_5959
IRESSA|Gefitinib|http://purl.obolibrary.org/obo/CHEBI_49668
IRON|Iron|http://purl.obolibrary.org/obo/CHEBI_18248
ISMO|Isosorbide Mononitrate|http://purl.obolibrary.org/obo/CHEBI_6062
ISOAMYL ALCOHOL|1-Hydroxy-3-Methylbutane|http://purl.obolibrary.org/obo/CHEBI_15837
ISOBUTANOIC ACID|Isobutyric Acid|http://purl.obolibrary.org/obo/CHEBI_16135
ISOFLURANE|Isoflurane|http://purl.obolibrary.org/obo/CHEBI_6015
ISOFLUROPHATE|Isoflurophate|http://purl.obolibrary.org/obo/CHEBI_17941
ISOLEUCINE|L-Isoleucine|http://purl.obolibrary.org/obo/CHEBI_17191
ISONIAZID|Isoniazid|http://purl.obolibrary.org/obo/CHEBI_6030
ISONICOTINIC ACID HYDRAZIDE|Isoniazid|http://purl.obolibrary.org/obo/CHEBI_6030
ISOPENTANOIC ACID|Isovaleric Acid|http://purl.obolibrary.org/obo/CHEBI_28484
ISOPHOSPHAMIDE|Ifosfamide|http://purl.obolibrary.org/obo/CHEBI_5864
ISOPRENALINE|Isoprenaline|http://purl.obolibrary.org/obo/CHEBI_64317
ISOPROPYLACETIC ACID|Isovaleric Acid|http://purl.obolibrary.org/obo/CHEBI_28484
ISOPROPYLFORMIC ACID|Isobutyric Acid|http://purl.obolibrary.org/obo/CHEBI_16135
ISOPROPYLGLYOXYLIC ACID|Alpha-ketoisovalerate|http://purl.obolibrary.org/obo/CHEBI_16530
ISOPROTERENOL|Isoprenaline|http://purl.obolibrary.org/obo/CHEBI_64317
ISORDIL|Isosorbide Dinitrate|http://purl.obolibrary.org/obo/CHEBI_6061
ISOSORBIDE DINITRATE|Isosorbide Dinitrate|http://purl.obolibrary.org/obo/CHEBI_6061
ISOSORBIDE MONONITRATE|Isosorbide Mononitrate|http://purl.obolibrary.org/obo/CHEBI_6062
ISOSUCCINIC ACID|Methylmalonic Acid|http://purl.obolibrary.org/obo/CHEBI_30860
ISOTRETINOIN|Isotretinoin|http://purl.obolibrary.org/obo/CHEBI_6067
ISOVALERIANIC ACID|Isovaleric Acid|http://purl.obolibrary.org/obo/CHEBI_28484
IVACAFTOR|Ivacaftor|http://purl.obolibrary.org/obo/CHEBI_66901
KAEMPHEROL|Kaempherol|http://purl.obolibrary.org/obo/CHEBI_28499
KALYDECO|Ivacaftor|http://purl.obolibrary.org/obo/CHEBI_66901
KETAMINE|Ketamine|http://purl.obolibrary.org/obo/CHEBI_6121
KETOHEXAMETHYLENE|Cyclohexanone|http://purl.obolibrary.org/obo/CHEBI_17854
KETOMALONIC ACID|Alpha-Ketomalonic Acid|http://purl.obolibrary.org/obo/CHEBI_30842
KLOR-CON|Potassium Chloride|http://purl.obolibrary.org/obo/CHEBI_32588
KLOTRIX|Potassium Chloride|http://purl.obolibrary.org/obo/CHEBI_32588
KWELL|Lindane|http://purl.obolibrary.org/obo/CHEBI_32888
KYPROLIS|Carfilzomib |http://purl.obolibrary.org/obo/CHEBI_65347
L-(+)-NORLEUCINE|Norleucine|http://purl.obolibrary.org/obo/CHEBI_18347
LAAM|Levomethadyl Acetate|http://purl.obolibrary.org/obo/CHEBI_6441
LABETALOL|Labetalol|http://purl.obolibrary.org/obo/CHEBI_6343
LACTOFLAVIN|Riboflavin|http://purl.obolibrary.org/obo/CHEBI_17015
LACTOSE|Lactose|http://purl.obolibrary.org/obo/CHEBI_36219
LACTULOSE|Lactulose|http://purl.obolibrary.org/obo/CHEBI_6359
LAMICTAL|Lamotrigine|http://purl.obolibrary.org/obo/CHEBI_6367
LAMIVUDINE|Lamivudine|http://purl.obolibrary.org/obo/CHEBI_63577
LAMOTRIGINE|Lamotrigine|http://purl.obolibrary.org/obo/CHEBI_6367
LANDAMYCINE|Ribostamycin|http://purl.obolibrary.org/obo/CHEBI_10003
LANEXAT|Flumazenil|http://purl.obolibrary.org/obo/CHEBI_5103
LASTACAFT|Alcaftadine|http://purl.obolibrary.org/obo/CHEBI_71023
LATAMOXEF|Latamoxef|http://purl.obolibrary.org/obo/CHEBI_599928
LAURYL ALCOHOL|1-DODECANOL|http://purl.obolibrary.org/obo/CHEBI_28878
LEFRADAFIBAN|Lefradafiban|http://purl.obolibrary.org/obo/CHEBI_60634
LENALIDOMIDE|Lenalidomide|http://purl.obolibrary.org/obo/CHEBI_63791
LEPARGYLIC ACID|Azelaic Acid|http://purl.obolibrary.org/obo/CHEBI_48131
L-EPHEDRINE|Ephedrine|http://purl.obolibrary.org/obo/CHEBI_15407
LETROZOLE|Letrozole|http://purl.obolibrary.org/obo/CHEBI_6413
LEUCINE|L-Leucine|http://purl.obolibrary.org/obo/CHEBI_15603
LEUKERAN|Chlorambucil|http://purl.obolibrary.org/obo/CHEBI_28830
LEUPRORELIN|Leuprolide|http://purl.obolibrary.org/obo/CHEBI_6427
LEUROCRISTINE|Vincristine|http://purl.obolibrary.org/obo/CHEBI_28445
LEVACETYLMETHADOL|Levomethadyl Acetate|http://purl.obolibrary.org/obo/CHEBI_6441
LEVOBUPIVACAINE|Levobupivacaine|http://purl.obolibrary.org/obo/CHEBI_6149
LEVOCARNITINE|L-Carnitine|http://purl.obolibrary.org/obo/CHEBI_16347
LEVODOPA|L-DOPA|http://purl.obolibrary.org/obo/CHEBI_15765
LEVOGLUTAMIDE|L-Glutamine|http://purl.obolibrary.org/obo/CHEBI_18050
LEVOMENTHOL|Menthol|http://purl.obolibrary.org/obo/CHEBI_15409
LEVOMEPROMAZINE|Methotrimeprazine|http://purl.obolibrary.org/obo/CHEBI_6838
LEVOMEPROMAZINUM|Methotrimeprazine|http://purl.obolibrary.org/obo/CHEBI_6838
LEVOMETHADYL|Levomethadyl Acetate|http://purl.obolibrary.org/obo/CHEBI_6441
LEVOMETHADYL ACETATE|Levomethadyl Acetate|http://purl.obolibrary.org/obo/CHEBI_6441
LEVONORGESTREL|Levonorgestrel|http://purl.obolibrary.org/obo/CHEBI_6443
LEVOSIMENDAN|Levosimendan|http://purl.obolibrary.org/obo/CHEBI_50567
LEVOTHYM|Oxitriptan|http://purl.obolibrary.org/obo/CHEBI_17780
LEVOTHYROXINE|Levothyroxine|http://purl.obolibrary.org/obo/CHEBI_18332
L-HYOSCYAMINE|Hyoscyamine|http://purl.obolibrary.org/obo/CHEBI_17486
LIBRITABS|Chlordiazepoxide|http://purl.obolibrary.org/obo/CHEBI_3611
LIDODERM|Lidocaine|http://purl.obolibrary.org/obo/CHEBI_6456
LINAGLIPTIN|Linagliptin |http://purl.obolibrary.org/obo/CHEBI_68610
LINDANE|Lindane|http://purl.obolibrary.org/obo/CHEBI_32888
LINOLENIC ACID|Alpha-Linolenic Acid|http://purl.obolibrary.org/obo/CHEBI_27432
LINZESS|Linaclotide |http://purl.obolibrary.org/obo/CHEBI_68551
LIOTHYRONINE|Liothyronine|http://purl.obolibrary.org/obo/CHEBI_18258
LIRAGLUTIDE|Liraglutide|http://purl.obolibrary.org/obo/CHEBI_71193
LISINOPRIL ANHYDROUS|Lisinopril|http://purl.obolibrary.org/obo/CHEBI_43755
LISURIDE|Lisuride|http://purl.obolibrary.org/obo/CHEBI_51164
LITHIUM CATION|Lithium|http://purl.obolibrary.org/obo/CHEBI_49713
LITHIUM ION|Lithium|http://purl.obolibrary.org/obo/CHEBI_49713
LITHOSTAT|Acetohydroxamic Acid|http://purl.obolibrary.org/obo/CHEBI_27777
L-MANDELIC ACID|(S)-Mandelic Acid|http://purl.obolibrary.org/obo/CHEBI_32800
LOBELINE|Lobeline|http://purl.obolibrary.org/obo/CHEBI_48723
LOBELINUM|Lobeline|http://purl.obolibrary.org/obo/CHEBI_48723
LOFEXIDINE|Lofexidine|http://purl.obolibrary.org/obo/CHEBI_51368
LOMEFLOXACIN|Lomefloxacin|http://purl.obolibrary.org/obo/CHEBI_116278
LOMITAPIDE|Lomitapide|http://purl.obolibrary.org/obo/CHEBI_72297
LOPERAMIDE|Loperamide|http://purl.obolibrary.org/obo/CHEBI_6532
LOPID|Gemfibrozil|http://purl.obolibrary.org/obo/CHEBI_5296
LORAZEPAM|Lorazepam|http://purl.obolibrary.org/obo/CHEBI_52993
LOSARTAN|Losartan|http://purl.obolibrary.org/obo/CHEBI_6541
LOTEPREDNOL|Loteprednol|http://purl.obolibrary.org/obo/CHEBI_50848
LOXAPINE|Loxapine|http://purl.obolibrary.org/obo/CHEBI_50841
L-PAM|Melphalan|http://purl.obolibrary.org/obo/CHEBI_28876
LUCANTHONE|Lucanthone|http://purl.obolibrary.org/obo/CHEBI_51052
LUMEFANTRINE|Lumefantrine|http://purl.obolibrary.org/obo/CHEBI_156095
LUMINAL|Phenobarbital|http://purl.obolibrary.org/obo/CHEBI_8069
LURASIDONE|Lurasidone|http://purl.obolibrary.org/obo/CHEBI_70735
L-UREIDOSUCCINIC ACID|N-Carbamoyl-L-Aspartate|http://purl.obolibrary.org/obo/CHEBI_15859
LYMECYCLINE|Lymecycline|http://purl.obolibrary.org/obo/CHEBI_59040
LYRICA|Pregabalin|http://purl.obolibrary.org/obo/CHEBI_64356
MAGNESIUM|Magnesium|http://purl.obolibrary.org/obo/CHEBI_25107
MAGNESIUM SULFATE ANHYDROUS|Magnesium Sulfate|http://purl.obolibrary.org/obo/CHEBI_32599
MAGNESIUM SULPHATE|Magnesium Sulfate|http://purl.obolibrary.org/obo/CHEBI_32599
MAGNEVIST|Gadopentetate dimeglumine|http://purl.obolibrary.org/obo/CHEBI_31797
MALONDIALDEHYDE|Malonaldehyde|http://purl.obolibrary.org/obo/CHEBI_566274
MALTOTRIOSE|Amylotriose|http://purl.obolibrary.org/obo/CHEBI_27931
MANNITOL|Mannitol|http://purl.obolibrary.org/obo/CHEBI_16899
MARIMASTAT|Marimastat|http://purl.obolibrary.org/obo/CHEBI_50662
M-CHLOROPHENOL|3-Chlorophenol|http://purl.obolibrary.org/obo/CHEBI_38855
MDA|Malonaldehyde|http://purl.obolibrary.org/obo/CHEBI_566274
MDMA|3,4-Methylenedioxymethamphetamine|http://purl.obolibrary.org/obo/CHEBI_1391
MEA|Ethanolamine|http://purl.obolibrary.org/obo/CHEBI_16000
MEBARAL|Methylphenobarbital|http://purl.obolibrary.org/obo/CHEBI_6758
MECILLINAM|Amdinocillin|http://purl.obolibrary.org/obo/CHEBI_51208
MECOBALAMIN|Co-Methylcobalamin|http://purl.obolibrary.org/obo/CHEBI_28115
MEDIPREN|Ibuprofen|http://purl.obolibrary.org/obo/CHEBI_5855
MEDROL|Methylprednisolone|http://purl.obolibrary.org/obo/CHEBI_6888
MEDROXYPROGESTERONE|Medroxyprogesterone Acetate|http://purl.obolibrary.org/obo/CHEBI_6715
MEGACE|Megestrol acetate|http://purl.obolibrary.org/obo/CHEBI_6723
MEGLUMINE GADOPENTETATE|Gadopentetate dimeglumine|http://purl.obolibrary.org/obo/CHEBI_31797
MEGLUTOL|3-Hydroxy-3-Methyl-Glutaric Acid|http://purl.obolibrary.org/obo/CHEBI_16831
MELLARIL|Thioridazine|http://purl.obolibrary.org/obo/CHEBI_9566
MELPHALAN|Melphalan|http://purl.obolibrary.org/obo/CHEBI_28876
MEPACRINE|Quinacrine|http://purl.obolibrary.org/obo/CHEBI_8711
MEPIVACAINE|Mepivacaine|http://purl.obolibrary.org/obo/CHEBI_6759
MERCAPTAMINE|Cysteamine|http://purl.obolibrary.org/obo/CHEBI_17141
MERCAPTURIC ACID|Acetylcysteine|http://purl.obolibrary.org/obo/CHEBI_28939
MERCURIC IODIDE|Mercury Diiodide|http://purl.obolibrary.org/obo/CHEBI_49659
MEROPENEM|Meropenem|http://purl.obolibrary.org/obo/CHEBI_43968
