10,12-OCTADECADIENOIC ACID, (10E,12Z)-	N151ZM4M27	(10E,12Z)-OCTADECA-10,12-DIENOIC ACID	DB04746
TOLAZAMIDE	9LT1BRO48Q	TOLAZAMIDE	DB00839
TOLAZOLINE	CHH9H12AQ3	TOLAZOLINE	DB00797
TOLBUTAMIDE	982XCM1FOI	TOLBUTAMIDE	DB01124
TOLCAPONE	CIF6334OLY	TOLCAPONE	DB00323
TOLMETIN	D8K2JPN18B	TOLMETIN	DB00500
TOLNAFTATE	06KB629TKV	TOLNAFTATE	DB00525
TOLRESTAT	0T93LG5NMK	TOLRESTAT	DB02383
TOLTERODINE	WHE7A56U7K	TOLTERODINE	DB01036
TOLUENE	3FPU23BG52	TOLUENE	DB01900
TOPIRAMATE	0H73WJJ391	TOPIRAMATE	DB00273
TOPOTECAN	7M7YKX2N15	TOPOTECAN	DB01030
TOREMIFENE	7NFE54O27T	TOREMIFENE	DB00539
TRABECTEDIN	ID0YZQ2TCP	TRABECTEDIN	DB05109
TRAMETINIB	33E86K87QN	TRAMETINIB	DB08911
TRAVOPROST	WJ68R08KX9	TRAVOPROST	DB00287
TRAZODONE	YBK48BXK30	TRAZODONE	DB00656
TREPROSTINIL	RUM6K67ESG	TREPROSTINIL	DB00374
TRETINOIN	5688UTC01R	TRETINOIN	DB00755
TRIAMCINOLONE	1ZK20VI6TY	TRIAMCINOLONE	DB00620
TRIAMTERENE	WS821Z52LQ	TRIAMTERENE	DB00384
TRIAZOLAM	1HM943223R	TRIAZOLAM	DB00897
TRICLOSAN	4NM5039Y5X	TRICLOSAN	DB08604
TRICOSANOIC ACID	MUC9A0MS6V	TRICOSANOIC ACID	DB03500
TRIDECANOIC ACID	19936LIY2V	N-TRIDECANOIC ACID	DB02448
TRIETHYL PHOSPHATE	QIH4K96K7J	TRIETHYL PHOSPHATE	DB03347
TRIFLUOPERAZINE	214IZI85K3	TRIFLUOPERAZINE	DB00831
TRIFLUPROMAZINE	RO16TQF95Y	TRIFLUPROMAZINE	DB00508
TRIFLURIDINE	RMW9V5RW38	TRIFLURIDINE	DB00432
TRIHYDROXYCHALCONE	B9CTI9GB8F	2',4,4'-TRIHYDROXYCHALCONE	DB03285
TRILOSTANE	L0FPV48Q5R	TRILOSTANE	DB01108
TRIMETHADIONE	R7GV3H6FQ4	TRIMETHADIONE	DB00347
TRIMETHOBENZAMIDE	W2X096QY97	TRIMETHOBENZAMIDE	DB00662
TRIMETHOPRIM	AN164J8Y0X	TRIMETHOPRIM	DB00440
TRIMETREXATE	UPN4ITI8T4	TRIMETREXATE	DB01157
TRIOXSALEN	Y6UY8OV51T	TRIOXSALEN	DB04571
TRIPELENNAMINE	3C5ORO99TY	TRIPELENNAMINE	DB00792
TRIPROLIDINE	2L8T9S52QM	TRIPROLIDINE	DB00427
TROLEANDOMYCIN	C4DZ64560D	TROLEANDOMYCIN	DB01361
TRYPTAMINE	422ZU9N5TV	2-(1H-INDOL-3-YL)ETHANAMINE	DB08653
TRYPTOPHANAMIDE	0K2B9SB26H	L-TRYPTOPHANAMIDE	DB04537
TUBOCURARINE	W9YXS298BM	TUBOCURARINE	DB01199
TYMAZOLINE	U993RH5585	TYMAZOLINE	DB08803
TYROSINE AMIDE	05LU01CS4T	L-TYROSINAMIDE	DB03380
UNDECANAL	B6P0A9PSHN	UNDECANAL	DB04093
URACIL MUSTARD	W7KQ46GJ8U	URACIL MUSTARD	DB00791
URETHANE	3IN71E75Z5	ETHYL CARBAMATE	DB04827
URIC ACID	268B43MJ25	URIC ACID	DB08844
URSODIOL	724L30Y2QR	URSODEOXYCHOLIC ACID	DB01586
VALACYCLOVIR	MZ1IW7Q79D	VALACICLOVIR	DB00577
VALDECOXIB	2919279Q3W	VALDECOXIB	DB00580
VALERALDEHYDE	B975S3014W	PENTANAL	DB01919
VALERIC ACID	GZK92PJM7B	N-VALERIC ACID	DB02406
VALPROIC ACID	614OI1Z5WI	VALPROIC ACID	DB00313
VALPROMIDE	RUA6CWU76G	VALPROMIDE	DB04165
VANCOMYCIN	6Q205EH1VU	VANCOMYCIN	DB00512
VANDETANIB	YO460OQ37K	VANDETANIB	DB05294
VAPITADINE DIHYDROCHLORIDE	R612XR8A9F	VAPITADINE DIHYDROCHLORIDE	DB05738
VARDENAFIL	UCE6F4125H	VARDENAFIL	DB00862
VARENICLINE	W6HS99O8ZO	VARENICLINE	DB01273
VECURONIUM	5438723848	VECURONIUM	DB01339
VEMURAFENIB	207SMY3FQT	VEMURAFENIB	DB08881
VILAZODONE	S239O2OOV3	VILAZODONE	DB06684
VIRGINIAMYCIN M1	8W4UOL59AZ	VIRGINIAMYCIN M1	DB01669
VISMODEGIB	25X868M3DS	VISMODEGIB	DB08828
VOGLIBOSE	S77P977AG8	VOGLIBOSE	DB04878
VORICONAZOLE	JFU09I87TR	VORICONAZOLE	DB00582
VORINOSTAT	58IFB293JI	VORINOSTAT	DB02546
XYLOMETAZOLINE	WPY40FTH8K	XYLOMETAZOLINE	DB06694
YOHIMBINE	2Y49VWD90Q	YOHIMBINE	DB01392
ZAFIRLUKAST	XZ629S5L50	ZAFIRLUKAST	DB00549
ZALCITABINE	6L3XT8CB3I	ZALCITABINE	DB00943
ZALEPLON	S62U433RMH	ZALEPLON	DB00962
ZANAMIVIR	L6O3XI777I	ZANAMIVIR	DB00558
ZANAPEZIL	0A0800O89N	ZANAPEZIL	DB04859
ZIDOVUDINE	4B9XT59T7S	ZIDOVUDINE	DB00495
ZIMELDINE	3J928617DW	ZIMELIDINE	DB04832
ZIPRASIDONE	6UKA5VEJ6X	ZIPRASIDONE	DB00246
ZOLMITRIPTAN	2FS66TH3YW	ZOLMITRIPTAN	DB00315
ZOLPIDEM	7K383OQI23	ZOLPIDEM	DB00425
ZOMEPIRAC	822G987U9J	ZOMEPIRAC	DB04828
ZONISAMIDE	459384H98V	ZONISAMIDE	DB00909
ZUCLOPENTHIXOL	47ISU063SG	ZUCLOPENTHIXOL	DB01624
ZUCLOPENTHIXOL ACETATE	349S2ZHF05	ZUCLOPENTHIXOL ACETATE	DB08919
ZUCLOPENTHIXOL DECANOATE	TSS9KIZ5OG	ZUCLOPENTHIXOL DECANOATE	DB08920
